title,console,publisher,developer,critic_score,user_score,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Ken to Mahou to Gakuen Mono. 3    ,PSP,Acquire  ,ZeroDiv  ,N/A  ,N/A  ,0.13m,N/A,N/A,0.13m,N/A,07th Oct 10  
Phantom Brave: We Meet Again    ,Wii,NIS America  ,Nippon Ichi Software  ,7.6  ,N/A  ,0.13m,0.12m,N/A,0.01m,0.01m,11th Aug 09  
Trillion: God of Destruction    ,PSV,Idea Factory  ,Compile Heart  ,N/A  ,N/A  ,0.13m,0.04m,0.01m,0.07m,0.02m,29th Mar 16  
RPG Maker II    ,PS2,Agetec  ,Kuusou Kagaku  ,N/A  ,N/A  ,0.13m,0.06m,0.05m,N/A,0.02m,24th Oct 03  
Dragon Age Origins: Awakening    ,PC,Electronic Arts  ,BioWare Corp.  ,8.3  ,N/A  ,0.13m,0.01m,0.10m,N/A,0.02m,16th Mar 10  
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan    ,3DS,Square Enix  ,Square Enix  ,N/A  ,N/A  ,0.13m,N/A,N/A,0.13m,N/A,02nd Nov 11  
Venetica    ,X360,Atari  ,DECK13 Interactive  ,5.2  ,N/A  ,0.13m,0.09m,0.03m,N/A,0.01m,11th Jan 11  
Eternal Poison (JP sales)    ,PS2,Atlus  ,Flight-Plan  ,N/A  ,N/A  ,0.13m,N/A,N/A,0.13m,N/A,11th Nov 08  
Illusion of Gaia    ,SNES,Nintendo  ,Quintet  ,N/A  ,N/A  ,0.13m,N/A,N/A,0.13m,N/A,01st Sep 94  
Drakengard 2    ,PS2,Ubisoft  ,Cavia Inc.  ,N/A  ,N/A  ,0.13m,0.06m,0.05m,N/A,0.02m,14th Feb 06  
The Legend of Heroes: Trails of Cold Steel IV    ,PS4,NIS America  ,Falcom  ,N/A  ,N/A  ,0.13m,N/A,N/A,0.13m,N/A,27th Oct 20  
Summon Night: Twin Age    ,DS,Atlus  ,Flight-Plan  ,7.3  ,N/A  ,0.13m,0.07m,N/A,0.05m,0.01m,03rd Jun 08  
Metal Max 3    ,DS,Enterbrain  ,Crea-Tech  ,N/A  ,N/A  ,0.13m,N/A,N/A,0.13m,N/A,29th Jul 10  
Monster Hunter Frontier Online    ,X360,Capcom  ,Capcom  ,N/A  ,N/A  ,0.13m,N/A,N/A,0.13m,N/A,24th Jun 10  
Shin Megami Tensei: Digital Devil Saga    ,PS2,Atlus  ,Atlus Co.  ,7.6  ,N/A  ,0.13m,0.06m,0.05m,N/A,0.02m,05th Apr 05  
Mystic Ark    ,SNES,Enix  ,Produce!  ,N/A  ,N/A  ,0.13m,N/A,N/A,0.13m,N/A,14th Jul 95  
Dokapon Kingdom    ,Wii,Atlus  ,Sting  ,7.2  ,N/A  ,0.13m,0.12m,N/A,N/A,0.01m,14th Oct 08  
Shining Wind    ,PS2,Sega  ,Amusement Vision  ,N/A  ,N/A  ,0.13m,N/A,N/A,0.13m,N/A,17th May 07  
Mass Effect: Andromeda    ,PC,Electronic Arts  ,BioWare Corp.  ,N/A  ,N/A  ,0.13m,0.04m,0.08m,N/A,0.01m,21st Mar 17  
Shin Megami Tensei: Devil Survivor 2 Record Breaker    ,3DS,Atlus  ,Atlus  ,8.4  ,N/A  ,0.13m,N/A,0.02m,0.10m,0.00m,05th May 15  
7th Dragon 2020-II    ,PSP,Sega  ,imageepoch Inc.  ,N/A  ,N/A  ,0.13m,N/A,N/A,0.13m,N/A,18th Apr 13  
Doukyuusei 2    ,SAT,NEC Interchannel   ,Elf  ,N/A  ,N/A  ,0.13m,N/A,N/A,0.13m,N/A,11th Jul 97  
Baroque    ,PS2,Atlus  ,Sting  ,N/A  ,N/A  ,0.13m,0.05m,0.04m,0.02m,0.01m,08th Apr 08  
Etrian Odyssey 2 Untold: Knight of Fafnir    ,3DS,Atlus  ,Atlus  ,8.0  ,6.0  ,0.13m,0.09m,0.02m,N/A,0.01m,04th Aug 15  
The Legend of Heroes: Trails of Cold Steel III    ,PS4,NIS America  ,Nihon Falcom Corporation  ,7.0  ,N/A  ,0.13m,N/A,N/A,0.13m,N/A,24th Sep 19  
Last Ranker    ,PSP,Capcom  ,imageepoch Inc.  ,N/A  ,N/A  ,0.13m,N/A,N/A,0.13m,N/A,15th Jul 10  
Puella Magi Madoka Magica Portable    ,PSP,Namco Bandai Games  ,Banpresto  ,N/A  ,N/A  ,0.12m,N/A,N/A,0.12m,N/A,15th Mar 12  
Sword Art Online: Hollow Fragment    ,PS4,Namco Bandai Games  ,Namco Bandai Games  ,N/A  ,N/A  ,0.12m,N/A,0.11m,N/A,0.02m,28th Jul 15  
Mega Man X: Command Mission    ,GC,Capcom  ,Capcom  ,7.2  ,N/A  ,0.12m,0.10m,0.02m,N/A,0.00m,21st Sep 04  
Dragon's Crown Pro    ,PS4,Atlus  ,Vanillaware  ,N/A  ,N/A  ,0.12m,0.10m,N/A,N/A,0.02m,24th Apr 18  
Venetica    ,PS3,Atari  ,DECK13 Interactive  ,5.0  ,N/A  ,0.12m,0.07m,0.03m,N/A,0.01m,11th Jan 11  
Conception II: Children of the Seven Stars    ,3DS,Atlus  ,Spike Chunsoft  ,N/A  ,N/A  ,0.12m,0.09m,N/A,0.03m,0.01m,15th Apr 14  
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED    ,DS,Namco Bandai  ,Monolith Soft  ,N/A  ,N/A  ,0.12m,N/A,N/A,0.12m,N/A,25th Feb 10  
Wild ARMs 5 (jp sales)    ,PS2,Xseed Games  ,Media.Vision  ,N/A  ,N/A  ,0.12m,N/A,N/A,0.12m,N/A,28th Aug 07  
Guardian's Crusade    ,PS,Activision  ,Tamsoft  ,N/A  ,N/A  ,0.12m,0.07m,0.05m,N/A,0.01m,31st Jan 99  
Makai Kingdom: Chronicles of the Sacred Tome    ,PS2,NIS America  ,Nippon Ichi Software  ,7.9  ,N/A  ,0.12m,0.06m,0.05m,N/A,0.02m,26th Jul 05  
Super Robot Wars V    ,PSV,Namco Bandai Games  ,B.B. Studio  ,N/A  ,N/A  ,0.12m,N/A,N/A,0.12m,N/A,23rd Feb 17  
Eyeshield 21: Max Devil Power    ,DS,Nintendo  ,Eighting  ,N/A  ,N/A  ,0.12m,N/A,N/A,0.12m,N/A,02nd Feb 06  
Summon Night 3    ,PSP,Namco Bandai Games  ,Felistella  ,N/A  ,N/A  ,0.12m,N/A,N/A,0.12m,N/A,04th Oct 12  
Daikaijyuu Monogatari II    ,SNES,Hudson Soft  ,Birthday  ,N/A  ,N/A  ,0.12m,N/A,N/A,0.12m,0.00m,02nd Aug 96  
Portal Knights    ,PS4,505 Games  ,Keen Games  ,N/A  ,N/A  ,0.12m,0.02m,0.05m,0.03m,0.01m,23rd May 17  
Medarot DS: Kabuto / Kuwagata Ver.    ,DS,Rocket Company  ,Rocket Company  ,N/A  ,N/A  ,0.12m,N/A,N/A,0.12m,N/A,27th May 10  
Vampyr    ,XOne,Focus Home Interactive  ,DONTNOD Entertainment  ,N/A  ,N/A  ,0.12m,0.07m,0.04m,N/A,0.01m,05th Jun 18  
Tokyo New World Record: Operation Abyss    ,PSV,NIS America  ,Experience Inc.  ,N/A  ,N/A  ,0.12m,0.04m,0.01m,0.06m,0.01m,09th Jun 15  
Lunar: Dragon Song    ,DS,Ubisoft  ,Game Arts / Japan Art Media (JAM)  ,5.9  ,N/A  ,0.12m,0.11m,0.00m,N/A,0.01m,27th Sep 05  
Pokémon Crystal Version    ,3DS,Nintendo  ,Game Freak  ,N/A  ,N/A  ,0.12m,N/A,0.11m,N/A,0.01m,26th Jan 18  
Atelier Annie: Alchemists of Sera Island    ,DS,NIS America  ,Gust  ,N/A  ,N/A  ,0.12m,0.08m,N/A,0.03m,0.01m,27th Oct 09  
Dungeon Travelers 2: The Royal Library & The Monster Seal    ,PSV,Atlus  ,Aqua Plus  ,N/A  ,N/A  ,0.12m,0.03m,0.02m,0.05m,0.02m,18th Aug 15  
The Snack World: Trejarers Gold    ,NS,Level 5  ,Level 5  ,N/A  ,N/A  ,0.12m,N/A,N/A,0.12m,N/A,14th Feb 20  
Fate/Extra CCC    ,PSP,Marvelous Entertainment  ,Marvelous / Imageepoch  ,N/A  ,N/A  ,0.12m,N/A,N/A,0.12m,N/A,28th Mar 13  
Call of Cthulhu    ,PS4,Focus Home Interactive  ,Cyanide  ,N/A  ,N/A  ,0.12m,0.07m,0.03m,N/A,0.02m,30th Oct 18  
Slayers    ,SNES,Banpresto  ,Bec  ,N/A  ,N/A  ,0.12m,N/A,N/A,0.12m,N/A,24th Jun 94  
Medarot 4: Kabuto / Kuwagata Version    ,GB,Imagineer  ,Natsume  ,N/A  ,N/A  ,0.12m,N/A,N/A,0.12m,N/A,23rd Mar 01  
God Eater 2: Rage Burst    ,PS4,Namco Bandai Games  ,Namco Bandai Games  ,N/A  ,N/A  ,0.12m,N/A,0.01m,0.11m,0.00m,26th Feb 15  
Lost Magic    ,DS,Ubisoft  ,Taito Corporation  ,N/A  ,N/A  ,0.12m,0.09m,0.00m,0.02m,0.01m,25th Apr 06  
Phantasy Star Universe    ,X360,Sega  ,Sonic Team  ,6.6  ,N/A  ,0.12m,0.09m,0.01m,N/A,0.01m,25th Oct 06  
Tales of Destiny 2    ,PSP,Namco Bandai  ,Namco Tales Studio  ,N/A  ,N/A  ,0.12m,N/A,N/A,0.12m,N/A,15th Feb 07  
MIND?0    ,PSV,Aksys Games  ,Acquire  ,N/A  ,N/A  ,0.12m,0.05m,N/A,0.04m,0.02m,27th May 14  
Lunar 2: Eternal Blue    ,SAT,Kadokawa Shoten  ,Game Arts  ,N/A  ,N/A  ,0.12m,N/A,N/A,0.12m,N/A,23rd Jul 98  
Thousand Arms    ,PS,Atlus  ,RED Company  ,N/A  ,8.0  ,0.12m,0.06m,0.04m,N/A,0.01m,13th Oct 99  
ASH: Archaic Sealed Heat    ,DS,Nintendo  ,Mistwalker Corporation / Racjin  ,N/A  ,N/A  ,0.12m,N/A,N/A,0.12m,N/A,04th Oct 07  
Darkspore    ,PC,Electronic Arts  ,Maxis  ,6.6  ,N/A  ,0.11m,0.07m,0.03m,N/A,0.01m,26th Apr 11  
Digimon Story: Cyber Sleuth    ,PS4,Namco Bandai Games  ,Media.Vision  ,N/A  ,7.7  ,0.11m,N/A,0.10m,N/A,0.02m,02nd Feb 16  
Dokapon Kingdom    ,PS2,Atlus  ,Sting  ,N/A  ,N/A  ,0.11m,0.05m,0.04m,0.02m,0.01m,14th Oct 08  
A Witch's Tale    ,DS,NIS America  ,Hit Maker  ,5.0  ,N/A  ,0.11m,0.08m,N/A,0.03m,0.01m,06th Oct 09  
The Alliance Alive    ,3DS,Atlus  ,Cattle Call  ,7.3  ,N/A  ,0.11m,0.04m,N/A,0.06m,0.01m,27th Mar 18  
Phantasy Star Collection    ,GBA,THQ  ,Digital Eclipse  ,7.9  ,N/A  ,0.11m,0.08m,0.03m,N/A,0.00m,24th Nov 02  
Shining Force NEO    ,PS2,Sega  ,Neverland  ,N/A  ,N/A  ,0.11m,0.06m,0.04m,N/A,0.01m,20th Oct 05  
SaGa: Scarlet Grace    ,PSV,Square Enix  ,Square Enix  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,15th Dec 16  
Growlanser Generations    ,PS2,Working Designs  ,Career Soft  ,N/A  ,N/A  ,0.11m,0.06m,0.04m,N/A,0.01m,07th Dec 04  
Mana Khemia: Student Alliance    ,PSP,Nippon Ichi Software  ,Gust  ,3.2  ,N/A  ,0.11m,0.06m,0.00m,0.03m,0.01m,10th Mar 09  
Dark Souls III    ,PC,Namco Bandai Games  ,From Software  ,N/A  ,N/A  ,0.11m,N/A,0.11m,N/A,0.01m,11th Apr 16  
Queen's Blade: Spiral Chaos    ,PSP,Namco Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,17th Dec 09  
The Witch and the Hundred Knight    ,PS4,NIS America  ,Nippon Ichi Software  ,N/A  ,N/A  ,0.11m,0.03m,0.01m,0.06m,0.01m,01st Mar 16  
Master of the Monster Lair    ,DS,Atlus  ,Global A Entertainment  ,6.9  ,N/A  ,0.11m,0.10m,0.00m,N/A,0.01m,31st Oct 08  
Digimon World: Next Order    ,PSV,Namco Bandai Games  ,Bandai Namco Games  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,17th Mar 16  
Monster Lab    ,PS2,Eidos Interactive  ,Backbone Entertainment  ,N/A  ,N/A  ,0.11m,0.05m,0.04m,N/A,0.01m,04th Nov 08  
Tales of the World: Tactics Union    ,3DS,Namco Bandai Games  ,Jupiter Corporation  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,23rd Oct 14  
Brave Story: New Traveler (US sales)    ,PSP,Xseed Games  ,Game Republic  ,7.5  ,N/A  ,0.11m,0.11m,N/A,N/A,N/A,31st Jul 07  
Tales of Phantasia: Full Voice Edition    ,PSP,Namco Bandai  ,Mineloader Software  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,07th Sep 06  
Soma Bringer    ,DS,Nintendo  ,Monolith Soft  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,28th Feb 08  
Frontier Gate    ,PSP,Konami  ,tri-Ace  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,22nd Dec 11  
Sacred 3    ,PS3,Deep Silver  ,Keen Games  ,N/A  ,N/A  ,0.11m,0.03m,0.04m,0.03m,0.01m,29th Jul 14  
Panzer Dragoon Saga    ,SAT,Sega  ,Team Andromeda  ,9.1  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,30th Apr 98  
GiFTPiA    ,GC,Unknown  ,skip Ltd.  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,0.00m,N/A  
Ys VIII: Lacrimosa of Dana    ,NS,NIS America  ,Nihon Falcom Corporation  ,8.5  ,6.7  ,0.11m,0.03m,0.03m,0.03m,0.01m,26th Jun 18  
Sword Art Online: Lost Song    ,PS3,Namco Bandai Games  ,Namco Bandai Games  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,26th Mar 15  
Final Fantasy I & II    ,NES,Square  ,SquareSoft  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,27th Feb 94  
The Legend of Heroes II: Prophecy of the Moonlight Witch (JP sales)    ,PSP,Namco Bandai  ,MiCROViSion Inc. / Falcom Corporation  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,20th Jun 06  
Ranma 1/2: Akanekodan Teki Hihou    ,SNES,TOHO  ,Rumic Soft  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,22nd Oct 93  
Mega Man Battle Network 5: Double Team DS (JP sales)    ,DS,Capcom  ,Capcom  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,01st Nov 05  
Saigo no Yakusoku no Monogatari    ,PSP,Unknown  ,imageepoch Inc.  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,28th Apr 11  
"Sakura Wars: So Long, My Love    ",Wii,NIS America  ,RED Entertainment  ,7.4  ,N/A  ,0.11m,0.05m,0.04m,N/A,0.01m,30th Mar 10  
Final Fantasy XII International Zodiac Job System    ,PS2,Square Enix  ,Square Enix  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,09th Aug 07  
Virtual Hydlide    ,SAT,Atlus  ,Tikipod  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,0.00m,27th Apr 95  
Dark Souls: Remastered    ,XOne,Bandai Namco Entertainment  ,From Software  ,8.0  ,N/A  ,0.11m,0.07m,0.03m,N/A,0.01m,25th May 18  
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive    ,PSP,Namco Bandai Games  ,Bandai Namco Games  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,30th Aug 12  
Dragon Ball Z Super Gokuden: Kakusei-Hen    ,SNES,Bandai  ,TOSE  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,0.00m,22nd Sep 95  
Etrian Odyssey Nexus    ,3DS,Atlus  ,Atlus  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,05th Feb 19  
Wizardry VI: Bane of the Cosmic Forge    ,SNES,ASCII Entertainment  ,Game Studio  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,0.00m,29th Sep 95  
Digimon Story: Lost Evolution    ,DS,Namco Bandai  ,Namco Bandai Games  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,01st Jul 10  
Yggdra Union: We'll Never Fight Alone    ,PSP,Atlus  ,Sting  ,N/A  ,N/A  ,0.10m,0.05m,N/A,0.04m,0.01m,16th Sep 08  
Tokyo Xanadu eX+    ,PS4,Aksys Games  ,Nihon Falcom Corporation  ,N/A  ,N/A  ,0.10m,0.05m,N/A,0.05m,0.01m,08th Dec 17  
Phantom Brave: The Hermuda Triangle    ,PSP,NIS America  ,Nippon Ichi Software  ,7.2  ,N/A  ,0.10m,0.06m,N/A,0.03m,0.01m,08th Mar 11  
Little Battlers eXperience W Super Custom    ,3DS,Level 5  ,Level 5  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,18th Jul 13  
Riviera: The Promised Land    ,GBA,Atlus  ,Sting  ,8.7  ,N/A  ,0.10m,0.07m,0.03m,N/A,0.00m,28th Jun 05  
Baten Kaitos Origins    ,GC,Nintendo  ,tri-Crescendo / Monolith Soft  ,7.5  ,N/A  ,0.10m,0.06m,0.02m,0.02m,0.00m,25th Sep 06  
Digimon Adventure    ,PSP,Namco Bandai Games  ,PROPE  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,17th Jan 13  
Monster Rancher EVO    ,PS2,Tecmo  ,Tecmo  ,N/A  ,N/A  ,0.10m,0.02m,0.02m,0.05m,0.01m,13th Apr 06  
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage    ,X360,Bethesda Softworks  ,Bethesda Softworks  ,N/A  ,N/A  ,0.10m,0.09m,0.01m,N/A,0.01m,26th May 09  
Jade Cocoon 2    ,PS2,Ubisoft  ,Genki  ,N/A  ,N/A  ,0.10m,0.05m,0.04m,N/A,0.01m,17th Dec 01  
Lord of Apocalypse    ,PSV,Square Enix  ,Access Games  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,17th Dec 11  
Sword & Sorcery    ,SAT,Micro Cabin  ,Micro Cabin  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,31st May 96  
NAtURAL DOCtRINE    ,PS4,NIS America  ,Kadokawa Games  ,N/A  ,N/A  ,0.10m,0.05m,0.02m,0.02m,0.01m,30th Sep 14  
The Bard's Tale    ,XB,inXile Entertainment  ,InXile Entertainment  ,N/A  ,N/A  ,0.10m,0.08m,0.02m,N/A,0.00m,26th Oct 04  
Aidyn Chronicles: The First Mage    ,N64,THQ  ,H2O Interactive  ,6.0  ,N/A  ,0.10m,0.08m,0.02m,N/A,0.00m,14th Mar 01  
King's Field: The Ancient City    ,PS2,Agetec  ,From Software  ,N/A  ,N/A  ,0.10m,0.05m,0.04m,N/A,0.01m,25th Mar 02  
Odin Sphere: Leifthrasir    ,PS3,Atlus  ,Vanillaware  ,N/A  ,N/A  ,0.10m,0.03m,0.02m,0.04m,0.01m,07th Jun 16  
Divinity: Original Sin    ,XOne,Focus Home Interactive  ,Larian Studios  ,N/A  ,N/A  ,0.10m,0.06m,0.03m,N/A,0.01m,27th Oct 15  
Crime Crackers    ,PS,Sony Computer Entertainment  ,Media.Vision  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.09m,0.01m,03rd Dec 94  
Contact    ,DS,Atlus  ,Grasshopper Manufacture  ,N/A  ,N/A  ,0.10m,0.07m,0.00m,0.03m,0.01m,19th Oct 06  
Tales of Innocence R    ,PSV,Namco Bandai  ,Alfa System  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,26th Jan 12  
Opoona    ,Wii,KOEI  ,ArtePiazza  ,6.4  ,N/A  ,0.10m,0.08m,0.00m,0.01m,0.01m,25th Mar 08  
Lord of Apocalypse    ,PSP,Square Enix  ,Access Games  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,17th Dec 11  
Blue Dragon: Awakened Shadow    ,DS,D3 Publisher  ,Mistwalker Corporation / tri-Crescendo / Bird Studio  ,5.7  ,N/A  ,0.10m,0.06m,0.00m,0.03m,0.00m,18th May 10  
Digimon World DS    ,DS,Namco Bandai  ,Namco Bandai Games America  ,N/A  ,N/A  ,0.10m,0.09m,N/A,N/A,0.01m,07th Nov 06  
Shining Force EXA    ,PS2,Sega  ,Neverland  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,20th Mar 07  
Shadow Tower    ,PS,Agetec  ,From Software  ,5.7  ,N/A  ,0.10m,0.01m,0.01m,0.07m,0.01m,31st Oct 99  
Luminous Arc 2 (JP sales)    ,DS,Atlus  ,imageepoch Inc.  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,18th Nov 08  
Persona Q2: New Cinema Labyrinth    ,3DS,Atlus  ,Atlus  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,04th Jun 19  
Sword Art Online: Fatal Bullet    ,XOne,Namco Bandai Games  ,Dimps Corporation  ,N/A  ,N/A  ,0.10m,0.09m,N/A,N/A,0.01m,23rd Feb 18  
The Legend of Heroes: Trails in the Sky    ,PSP,Xseed Games  ,Nihon Falcom Corporation  ,8.1  ,N/A  ,0.10m,0.06m,0.00m,0.03m,N/A,29th Mar 11  
Ar tonelico: Melody of Elemia    ,PS2,Nippon Ichi Software  ,Gust  ,7.0  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,06th Feb 07  
Sol Trigger    ,PSP,Image Epoch  ,Image Epoch  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,04th Oct 12  
Digimon Story: Super Xros Wars Blue/Red    ,DS,Namco Bandai  ,Namco Bandai Games  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,03rd Mar 11  
Lost Dimension    ,PSV,Atlus  ,Lancarse  ,N/A  ,N/A  ,0.10m,0.04m,0.02m,0.02m,0.02m,28th Jul 15  
The Technomancer    ,PS4,Focus Home Interactive  ,Spiders  ,N/A  ,N/A  ,0.09m,0.04m,0.04m,N/A,0.02m,28th Jun 16  
Summon Night 6: Lost Borders    ,PSV,Gaijinworks  ,Media.Vision  ,N/A  ,N/A  ,0.09m,0.02m,N/A,0.07m,0.01m,31st Oct 17  
Egg Monster Hero    ,DS,Unknown  ,Neverland  ,N/A  ,N/A  ,0.09m,N/A,N/A,0.09m,N/A,N/A  
The Legend of Heroes: A Tear of Vermillion    ,PSP,Bandai  ,Microvision  ,6.9  ,N/A  ,0.09m,0.08m,N/A,N/A,0.01m,15th Nov 05  
Terranigma    ,SNES,Nintendo  ,Quintet  ,N/A  ,N/A  ,0.09m,N/A,N/A,0.09m,N/A,19th Dec 96  
Arcania: Gothic 4    ,X360,JoWood Productions  ,Spellbound Entertainment AG  ,6.2  ,N/A  ,0.09m,0.04m,0.04m,0.01m,0.01m,19th Oct 10  
Forever Kingdom    ,PS2,Agetec  ,From Software  ,N/A  ,N/A  ,0.09m,0.02m,0.02m,0.04m,0.01m,21st Jan 02  
Shining Tears    ,PS2,Sega  ,Amusement Vision  ,N/A  ,N/A  ,0.09m,0.05m,0.04m,N/A,0.01m,22nd Mar 05  
Inazuma Eleven 3: Lighting Bolt / Bomb Blast    ,3DS,Nintendo  ,Level 5  ,N/A  ,N/A  ,0.09m,N/A,0.09m,N/A,0.01m,27th Sep 13  
SD Gundam G Generation DS    ,DS,Bandai  ,Vanguard  ,N/A  ,N/A  ,0.09m,N/A,N/A,0.09m,N/A,26th May 05  
InuYasha: Secret of the Divine Jewel    ,DS,Namco Bandai  ,Art  ,N/A  ,N/A  ,0.09m,0.09m,N/A,N/A,0.01m,23rd Jan 07  
Shin Megami Tensei    ,PS,Atlus  ,Atlus Co.  ,N/A  ,N/A  ,0.09m,N/A,N/A,0.09m,0.01m,31st May 01  
Wild ARMs: Alter Code F    ,PS2,Agetec  ,Media.Vision  ,7.2  ,N/A  ,0.09m,0.05m,0.04m,N/A,0.01m,15th Nov 05  
Mimana Iyar Chronicle    ,PSP,Aksys Games  ,"Kogado Studio, Inc.  ",N/A  ,N/A  ,0.09m,0.07m,N/A,0.01m,0.01m,30th Mar 10  
Fighting Fantasy: The Warlock of Firetop Mountain    ,DS,Aspyr  ,Big Blue Bubble  ,N/A  ,N/A  ,0.09m,0.08m,N/A,N/A,0.01m,27th Oct 09  
Riviera: The Promised Land    ,PSP,Atlus  ,Sting  ,N/A  ,N/A  ,0.09m,0.07m,0.00m,0.02m,0.01m,11th Jul 07  
Skies of Arcadia    ,DC,Sega  ,Overworks  ,9.2  ,N/A  ,0.09m,N/A,N/A,0.09m,N/A,13th Nov 00  
Blood of Bahamut    ,DS,Square Enix  ,Square Enix  ,N/A  ,N/A  ,0.09m,N/A,N/A,0.09m,N/A,06th Aug 09  
Lilie no Atelier: Salburg no Renkinjutsushi 3    ,PS2,Gust  ,Gust  ,N/A  ,N/A  ,0.09m,N/A,N/A,0.09m,N/A,21st Jun 01  
Dark Souls Trilogy    ,PS4,Bandai Namco Entertainment  ,From Software  ,N/A  ,N/A  ,0.09m,0.07m,N/A,0.01m,0.02m,19th Oct 18  
Last Rebellion    ,PS3,NIS America  ,Hit Maker  ,4.8  ,N/A  ,0.09m,0.06m,0.01m,0.01m,0.01m,23rd Feb 10  
Spectral Force Genesis    ,DS,Ignition Entertainment  ,Neverland Company  ,N/A  ,N/A  ,0.09m,0.08m,N/A,0.01m,0.01m,16th Mar 10  
Fullmetal Alchemist: Dual Sympathy    ,DS,Destineer  ,Bandai  ,N/A  ,N/A  ,0.09m,0.05m,0.00m,0.04m,0.00m,12th Dec 06  
Naruto RPG 3: Rejiuu vs Konoha Shoutai    ,DS,Takara Tomy   ,Takara Tomy  ,N/A  ,N/A  ,0.09m,N/A,N/A,0.09m,N/A,13th Jul 06  
 Beyblade Burst    ,3DS,FuRyu Corporation  ,FuRyu  ,N/A  ,N/A  ,0.09m,N/A,N/A,0.09m,N/A,10th Nov 16  
New Class of Heroes Mono: Toki no Gakuen    ,PSP,Acquire  ,ZeroDiv  ,N/A  ,N/A  ,0.09m,N/A,N/A,0.09m,N/A,19th Jul 12  
"Saiyuuki: Kinkaku, Ginkaku no Inbou    ",DS,D3 Publisher  ,D3 Publisher  ,N/A  ,N/A  ,0.09m,N/A,N/A,0.09m,N/A,12th Jul 07  
Justice League Heroes    ,DS,Warner Bros. Interactive  ,Sensory Sweep  ,N/A  ,N/A  ,0.09m,0.08m,0.00m,N/A,0.01m,17th Oct 06  
Soul Nomad & the World Eaters (JP sales)    ,PS2,NIS America  ,Nippon Ichi Software  ,N/A  ,N/A  ,0.09m,N/A,N/A,0.09m,N/A,25th Sep 07  
Dragon Quest Heroes I & II for Nintendo Switch    ,NS,Square Enix  ,Omega Force  ,N/A  ,N/A  ,0.09m,N/A,N/A,0.09m,N/A,03rd Mar 17  
Summon Night 6: Lost Borders    ,PS4,Gaijinworks  ,Media.Vision  ,N/A  ,N/A  ,0.09m,0.03m,N/A,0.05m,0.01m,31st Oct 17  
Dark Angel: Vampire Apocalypse    ,PS2,Metro 3D  ,Metro3D  ,4.6  ,N/A  ,0.09m,0.04m,0.03m,N/A,0.01m,08th Jul 01  
Dark Rose Valkyrie    ,PS4,Idea Factory International  ,Compile Heart  ,N/A  ,N/A  ,0.09m,0.04m,N/A,0.04m,0.01m,06th Jun 17  
