title,console,publisher,developer,critic_score,user_score,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Over the Hedge    ,PS2,Activision  ,Edge of Reality  ,6.5  ,N/A  ,0.54m,0.45m,0.02m,N/A,0.07m,09th May 06  
Popeye    ,2600,Parker Bros.  ,Parker Bros.  ,N/A  ,N/A  ,0.54m,0.50m,0.03m,N/A,0.01m,01st Jan 83  
Gex 3: Deep Cover Gecko    ,PS,Eidos Interactive  ,Crystal Dynamics  ,N/A  ,N/A  ,0.53m,0.30m,0.20m,N/A,0.03m,01st Mar 99  
Ty the Tasmanian Tiger 2: Bush Rescue    ,PS2,Electronic Arts  ,Krome Studios  ,7.3  ,N/A  ,0.53m,0.26m,0.20m,N/A,0.07m,12th Oct 04  
Disney Epic Mickey 2: The Power of Two    ,X360,Disney Interactive Studios  ,Junction Point Studios  ,N/A  ,N/A  ,0.52m,0.32m,0.15m,N/A,0.05m,18th Nov 12  
Skylanders: Trap Team    ,PS4,Activision  ,Toys for Bob  ,N/A  ,N/A  ,0.52m,0.25m,0.18m,N/A,0.09m,05th Oct 14  
Frozen: Olaf's Quest    ,DS,GameMill Entertainment  ,1st Playable Productions  ,N/A  ,N/A  ,0.52m,0.21m,0.27m,N/A,0.04m,12th Nov 13  
Mega Man 6    ,NES,Nintendo  ,Capcom  ,N/A  ,N/A  ,0.52m,0.28m,0.07m,0.16m,0.01m,01st Mar 94  
Kung Fu Panda    ,PS3,Activision  ,Luxoflux  ,N/A  ,N/A  ,0.52m,0.21m,0.21m,N/A,0.09m,03rd Jun 08  
The Magical Quest starring Mickey Mouse (weekly jp sales)    ,SNES,Capcom  ,Capcom  ,N/A  ,N/A  ,0.52m,N/A,N/A,0.52m,N/A,01st Dec 92  
Ratatouille    ,PS3,THQ  ,Heavy Iron Studios  ,5.2  ,N/A  ,0.51m,0.09m,0.32m,N/A,0.10m,23rd Oct 07  
Wrecking Crew    ,NES,Nintendo  ,Nintendo  ,N/A  ,N/A  ,0.51m,N/A,N/A,0.51m,N/A,01st Oct 85  
Monsters vs. Aliens    ,DS,Activision  ,Amaze Entertainment  ,N/A  ,N/A  ,0.51m,0.33m,0.13m,N/A,0.05m,24th Mar 09  
Disney's Kim Possible: Revenge of Monkey Fist    ,GBA,Disney Interactive Studios  ,Digital Eclipse  ,5.0  ,N/A  ,0.51m,0.37m,0.14m,N/A,0.01m,13th Nov 02  
Looney Tunes: Back in Action    ,PS2,Warner Bros. Interactive  ,Warthog  ,N/A  ,N/A  ,0.50m,0.25m,0.19m,N/A,0.06m,19th Nov 03  
Ratatouille    ,Wii,THQ  ,Asobo Studio  ,6.5  ,N/A  ,0.50m,0.43m,0.03m,N/A,0.04m,26th Jun 07  
Crash: Mind Over Mutant    ,PS2,Activision  ,Radical Entertainment  ,N/A  ,N/A  ,0.50m,0.25m,0.19m,N/A,0.06m,07th Oct 08  
Epic Mickey: Power of Illusion    ,3DS,Disney Interactive Studios  ,DreamRift  ,6.6  ,N/A  ,0.50m,0.36m,0.05m,0.04m,0.04m,18th Nov 12  
Rayman Advance    ,GBA,Ubisoft  ,Digital Eclipse  ,8.4  ,N/A  ,0.50m,0.36m,0.13m,N/A,0.01m,10th Jun 01  
Nicktoons: Attack of the Toybots    ,PS2,THQ  ,Blue Tongue Entertainment  ,N/A  ,N/A  ,0.50m,0.24m,0.19m,N/A,0.06m,23rd Oct 07  
SpongeBob SquarePants: Creature from the Krusty Krab    ,Wii,THQ  ,Blitz Games  ,N/A  ,N/A  ,0.49m,0.44m,0.02m,N/A,0.04m,13th Nov 06  
SpongeBob SquarePants: Creature from the Krusty Krab    ,DS,THQ  ,WayForward Technologies  ,N/A  ,N/A  ,0.49m,0.45m,0.00m,N/A,0.04m,18th Oct 06  
Pac-Man World 2    ,XB,Namco  ,Namco  ,N/A  ,N/A  ,0.49m,0.36m,0.11m,N/A,0.02m,15th Oct 02  
Disney Epic Mickey 2: The Power of Two    ,PS3,Disney Interactive Studios  ,Junction Point Studios  ,N/A  ,N/A  ,0.48m,0.21m,0.19m,N/A,0.08m,18th Nov 12  
Sonic Lost World    ,3DS,Sega  ,Dimps Corporation  ,5.2  ,N/A  ,0.48m,0.22m,0.15m,0.07m,0.04m,29th Oct 13  
Spider-Man 3     ,Wii,Activision  ,Vicarious Visions  ,4.8  ,N/A  ,0.47m,0.42m,0.02m,N/A,0.04m,04th May 07  
Densetsu no Stafi    ,GBA,Nintendo  ,TOSE  ,N/A  ,N/A  ,0.47m,N/A,N/A,0.46m,0.01m,06th Sep 02  
Bomberman Hero    ,N64,Nintendo  ,AI  ,N/A  ,N/A  ,0.47m,0.27m,0.06m,0.08m,0.05m,01st Sep 98  
Crash: Mind Over Mutant    ,X360,Activision  ,Radical Entertainment  ,N/A  ,N/A  ,0.47m,0.22m,0.20m,N/A,0.05m,21st Oct 08  
Knack 2    ,PS4,Sony Interactive Entertainment  ,SIE Japan Studio  ,6.7  ,N/A  ,0.47m,0.14m,0.25m,0.01m,0.07m,05th Sep 17  
Spider-Man 3     ,DS,Activision  ,Vicarious Visions  ,8.0  ,N/A  ,0.47m,0.41m,0.02m,N/A,0.04m,04th May 07  
Sonic Mania    ,NS,Sega  ,PagodaWest Games  ,8.8  ,N/A  ,0.47m,0.23m,0.18m,0.01m,0.04m,15th Aug 17  
Rayman Legends    ,X360,Ubisoft  ,Ubisoft Montpellier  ,N/A  ,N/A  ,0.46m,0.19m,0.24m,N/A,0.04m,03rd Sep 13  
Disney's Kim Possible 3: Team Possible    ,GBA,Disney Interactive Studios  ,Artificial Mind and Movement  ,9.0  ,N/A  ,0.46m,0.33m,0.12m,N/A,0.01m,21st Aug 05  
Crayon Shin-Chan: Arashi o Yobu Enji    ,SNES,Bandai  ,Bandai  ,N/A  ,N/A  ,0.46m,N/A,N/A,0.46m,0.00m,30th Jul 93  
Stuart Little 2    ,GBA,Activision  ,Creations  ,N/A  ,N/A  ,0.46m,0.33m,0.12m,N/A,0.01m,12th Jul 02  
Tak 2: The Staff of Dreams    ,GBA,THQ  ,Avalanche Software  ,N/A  ,N/A  ,0.46m,0.33m,0.12m,N/A,0.01m,11th Oct 04  
Scooby-Doo    ,GBA,THQ  ,Helixe  ,N/A  ,N/A  ,0.46m,0.33m,0.12m,N/A,0.01m,15th Nov 01  
The Princess and the Frog    ,Wii,Disney Interactive Studios  ,Griptonite Games  ,N/A  ,N/A  ,0.46m,0.29m,0.13m,N/A,0.04m,17th Nov 09  
The Legend of Spyro: Dawn of the Dragon    ,DS,Vivendi Games  ,Tantalus  ,N/A  ,N/A  ,0.46m,0.26m,0.15m,N/A,0.05m,21st Oct 08  
Jak and Daxter: The Lost Frontier    ,PS2,Sony Computer Entertainment  ,High Impact Games  ,7.5  ,N/A  ,0.46m,0.22m,0.17m,N/A,0.06m,03rd Nov 09  
Dora the Explorer: Dora Saves the Snow Princess    ,DS,2K Play  ,Black Lantern Studios  ,N/A  ,N/A  ,0.46m,0.26m,0.16m,N/A,0.04m,05th Nov 08  
2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild    ,GBA,THQ  ,Climax Group / ImaginEngine  ,N/A  ,N/A  ,0.45m,0.33m,0.12m,N/A,0.01m,04th Mar 05  
Skylanders: Trap Team    ,XOne,Activision  ,Toys for Bob  ,N/A  ,N/A  ,0.45m,0.34m,0.07m,N/A,0.04m,05th Oct 14  
Skylanders Imaginators    ,WiiU,Activision  ,Toys for Bob  ,N/A  ,N/A  ,0.45m,0.19m,0.22m,N/A,0.04m,16th Oct 16  
Densetsu no Stafi 2    ,GBA,Nintendo  ,TOSE  ,N/A  ,N/A  ,0.44m,N/A,N/A,0.43m,0.01m,05th Sep 03  
Hey! Pikmin    ,3DS,Nintendo  ,Arzest  ,6.8  ,N/A  ,0.44m,0.17m,0.08m,0.17m,0.03m,28th Jul 17  
The Legend of Spyro: Dawn of the Dragon    ,PS3,Vivendi Games  ,Etranges Libellules  ,N/A  ,N/A  ,0.44m,0.19m,0.19m,N/A,0.07m,21st Oct 08  
Wario World    ,GC,Nintendo  ,"Treasure Co., Ltd.  ",7.5  ,N/A  ,0.44m,0.34m,0.09m,N/A,0.01m,24th Jun 03  
Crash: Mind Over Mutant    ,Wii,Activision  ,Radical Entertainment  ,7.5  ,N/A  ,0.44m,0.35m,0.06m,N/A,0.03m,07th Oct 08  
Nicktoons: Attack of the Toybots    ,Wii,THQ  ,Blue Tongue Entertainment  ,N/A  ,N/A  ,0.44m,0.40m,0.00m,N/A,0.03m,23rd Oct 07  
Skylanders Imaginators    ,PS4,Activision  ,Toys for Bob  ,N/A  ,N/A  ,0.43m,0.18m,0.18m,N/A,0.07m,16th Oct 16  
NiGHTS into dreams...    ,SAT,Sega  ,Sonic Team  ,9.1  ,N/A  ,0.43m,N/A,N/A,0.43m,0.00m,01st Aug 96  
Crash: Mind Over Mutant    ,PSP,Activision  ,Virtuos  ,4.8  ,N/A  ,0.43m,0.11m,0.21m,N/A,0.11m,21st Oct 08  
Bionicle    ,PS2,Electronic Arts  ,Argonaut Games  ,N/A  ,N/A  ,0.43m,0.21m,0.17m,N/A,0.06m,20th Oct 03  
The Powerpuff Girls: Him and Seek    ,GBA,BAM! Entertainment  ,Vicarious Visions  ,N/A  ,N/A  ,0.43m,0.31m,0.11m,N/A,0.01m,29th Oct 02  
Mega Man Zero 2    ,GBA,Capcom  ,Inti Creates  ,N/A  ,N/A  ,0.43m,0.18m,0.07m,0.17m,0.01m,14th Oct 03  
Mischief Makers    ,N64,Nintendo  ,"Treasure Co., Ltd.  ",6.5  ,N/A  ,0.43m,0.25m,0.06m,0.07m,0.06m,01st Oct 97  
Castlevania: Dawn of Sorrow    ,DS,Konami  ,Konami  ,8.9  ,N/A  ,0.43m,0.34m,0.03m,0.03m,0.03m,04th Oct 05  
The Legend of Spyro: The Eternal Night    ,PS2,Sierra Entertainment  ,Krome Studios  ,N/A  ,N/A  ,0.42m,0.21m,0.16m,N/A,0.05m,02nd Oct 07  
Famicom Mini: Super Mario Bros. 2    ,GBA,Nintendo  ,Nintendo EAD  ,N/A  ,N/A  ,0.42m,N/A,N/A,0.41m,0.01m,10th Aug 04  
Lemony Snicket's A Series of Unfortunate Events    ,GBA,Activision  ,Griptonite Games  ,N/A  ,N/A  ,0.42m,0.30m,0.11m,N/A,0.01m,10th Nov 04  
Mega Man Anniversary Collection    ,GC,Capcom  ,Atomic Planet Entertainment  ,7.5  ,N/A  ,0.42m,0.32m,0.08m,N/A,0.01m,22nd Jun 04  
Crash: Mind Over Mutant    ,DS,Activision  ,TOSE  ,N/A  ,N/A  ,0.42m,0.38m,0.00m,N/A,0.03m,07th Oct 08  
Mirror's Edge Catalyst    ,PS4,Electronic Arts  ,EA DICE  ,N/A  ,N/A  ,0.42m,0.13m,0.19m,0.03m,0.06m,07th Jun 16  
Mega Man X6    ,PS,Capcom  ,Capcom  ,N/A  ,N/A  ,0.42m,0.14m,0.10m,0.16m,0.03m,04th Dec 01  
Jimmy Neutron: Boy Genius    ,GBA,THQ  ,Human Soft  ,N/A  ,N/A  ,0.42m,0.30m,0.11m,N/A,0.01m,09th Nov 01  
Castlevania: The Dracula X Chronicles    ,PSP,Konami  ,Konami  ,8.0  ,N/A  ,0.42m,0.22m,0.09m,0.04m,0.07m,23rd Oct 07  
Jimmy Neutron: Boy Genius    ,PS2,THQ  ,Big Sky Software  ,N/A  ,N/A  ,0.41m,0.20m,0.16m,N/A,0.05m,26th Sep 02  
NiGHTS: Journey of Dreams    ,Wii,Sega  ,Sonic Team  ,7.0  ,9.1  ,0.41m,0.32m,0.02m,0.04m,0.03m,18th Dec 07  
"Ed, Edd n Eddy: The Mis-Edventures    ",PS2,Midway Games  ,A2M  ,4.8  ,N/A  ,0.41m,0.34m,0.01m,N/A,0.06m,03rd Nov 05  
Disney's Tarzan Untamed    ,PS2,Ubisoft  ,Ubisoft Montreal  ,N/A  ,N/A  ,0.41m,0.20m,0.16m,N/A,0.05m,14th Nov 01  
Tak and the Power of Juju    ,GC,THQ  ,Avalanche Software  ,N/A  ,N/A  ,0.40m,0.31m,0.08m,N/A,0.01m,15th Oct 03  
Wall-E    ,PS3,THQ  ,Heavy Iron Studios  ,N/A  ,N/A  ,0.40m,0.12m,0.21m,N/A,0.08m,24th Jun 08  
The Legend of Spyro: Dawn of the Dragon    ,PS2,Sierra Entertainment  ,Etranges Libellules  ,N/A  ,N/A  ,0.40m,0.12m,0.01m,N/A,0.27m,21st Oct 08  
Bugs Bunny: Lost in Time    ,PS,Infogrames  ,Behaviour Interactive Inc.  ,7.0  ,N/A  ,0.40m,0.22m,0.15m,N/A,0.03m,31st May 99  
Castlevania: Portrait of Ruin    ,DS,Konami  ,Konami  ,8.5  ,N/A  ,0.40m,0.31m,0.02m,0.04m,0.03m,05th Dec 06  
I-Ninja    ,PS2,Namco  ,Argonaut Games  ,7.2  ,N/A  ,0.40m,0.19m,0.15m,N/A,0.05m,18th Nov 03  
LocoRoco    ,PSP,Sony Computer Entertainment  ,SCE Japan Studio  ,8.1  ,N/A  ,0.39m,0.14m,0.05m,0.16m,0.03m,05th Sep 06  
Ice Age 2: The Meltdown    ,PS2,Vivendi Games  ,Eurocom Entertainment Software  ,7.4  ,N/A  ,0.39m,0.19m,0.15m,N/A,0.05m,14th Mar 06  
Little Nightmares    ,PS4,Namco Bandai Games  ,Tarsier Studios  ,N/A  ,N/A  ,0.39m,0.18m,0.12m,0.02m,0.06m,28th Apr 17  
Wario Land II (GBC)    ,GB,Nintendo  ,Nintendo R&D1  ,N/A  ,N/A  ,0.38m,N/A,N/A,0.38m,N/A,02nd Mar 99  
Yoshi Touch & Go    ,DS,Nintendo  ,Nintendo EAD  ,N/A  ,N/A  ,0.38m,0.34m,0.02m,N/A,0.03m,14th Mar 05  
The Cat in the Hat    ,GBA,Jack of All Games  ,NewKidCo  ,N/A  ,N/A  ,0.38m,0.27m,0.10m,N/A,0.01m,26th Apr 05  
Raving Rabbids: Travel in Time 3D    ,3DS,Ubisoft  ,Ubisoft Paris  ,5.8  ,N/A  ,0.38m,0.11m,0.24m,N/A,0.04m,10th Apr 11  
Ice Age: Dawn of the Dinosaurs    ,DS,Activision  ,Artificial Mind and Movement  ,5.0  ,N/A  ,0.38m,0.20m,0.15m,N/A,0.04m,30th Jun 09  
Rayman Legends    ,XOne,Ubisoft  ,Ubisoft Montpellier  ,N/A  ,N/A  ,0.38m,0.13m,0.22m,N/A,0.03m,18th Feb 14  
Dora The Explorer: Dora Saves the Snow Princess    ,PS2,2K Play  ,High Voltage Software  ,N/A  ,N/A  ,0.38m,0.19m,0.15m,N/A,0.05m,27th Oct 08  
"Monsters, Inc. Scream Arena    ",GC,THQ  ,Radical Entertainment  ,3.8  ,N/A  ,0.37m,0.29m,0.07m,N/A,0.01m,14th Sep 02  
Pac-Man World 2    ,GC,Namco  ,Namco  ,7.5  ,N/A  ,0.37m,0.28m,0.07m,N/A,0.01m,19th Mar 02  
The Legend of Spyro: A New Beginning    ,DS,Sierra Entertainment  ,Amaze Entertainment  ,7.1  ,N/A  ,0.37m,0.33m,0.01m,N/A,0.03m,17th Oct 06  
The Legend of Spyro: The Eternal Night    ,DS,Sierra Entertainment  ,Amaze Entertainment  ,N/A  ,N/A  ,0.37m,0.32m,0.02m,N/A,0.03m,02nd Oct 07  
Sonic Lost World    ,WiiU,Sega  ,Sonic Team  ,6.0  ,N/A  ,0.37m,0.20m,0.13m,0.01m,0.03m,29th Oct 13  
Castlevania: Order of Ecclesia    ,DS,Konami  ,Konami  ,8.2  ,9.2  ,0.37m,0.27m,0.03m,0.04m,0.03m,21st Oct 08  
LocoRoco 2    ,PSP,Sony Computer Entertainment  ,SCE Japan Studio  ,8.5  ,N/A  ,0.36m,0.21m,0.09m,0.01m,0.05m,10th Feb 09  
Kirby's Dream Land 3    ,SNES,Nintendo  ,HAL Laboratory  ,N/A  ,N/A  ,0.36m,N/A,N/A,0.36m,0.00m,27th Nov 97  
Disney's The Haunted Mansion    ,PS2,TDK Mediactive  ,High Voltage Software  ,N/A  ,N/A  ,0.36m,0.18m,0.14m,N/A,0.05m,14th Oct 03  
Mega Man 11    ,NS,Capcom  ,Capcom  ,8.0  ,N/A  ,0.36m,0.29m,N/A,0.03m,0.03m,02nd Oct 18  
Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame    ,SNES,Konami  ,Konami  ,N/A  ,N/A  ,0.36m,N/A,N/A,0.36m,N/A,16th Dec 94  
Shrek    ,XB,TDK Mediactive  ,Digital Illusions  ,N/A  ,N/A  ,0.36m,0.25m,0.10m,N/A,0.01m,14th Nov 01  
Mega Man X3    ,SNES,Capcom  ,Capcom  ,N/A  ,N/A  ,0.35m,0.04m,0.01m,0.30m,N/A,30th Nov 95  
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion    ,GBA,THQ  ,Helixe  ,5.5  ,N/A  ,0.35m,0.25m,0.09m,N/A,0.01m,24th Sep 03  
The Fairly Odd Parents: Shadow Showdown    ,PS2,THQ  ,Blitz Games  ,5.0  ,N/A  ,0.35m,0.17m,0.13m,N/A,0.04m,08th Sep 04  
The Tale of Despereaux    ,PS2,Brash Entertainment  ,Sensory Sweep Studios  ,N/A  ,N/A  ,0.35m,0.17m,0.13m,N/A,0.04m,02nd Dec 08  
Rugrats: Royal Ransom    ,PS2,THQ  ,Avalanche Software  ,N/A  ,N/A  ,0.35m,0.17m,0.13m,N/A,0.04m,16th Nov 02  
Over the Hedge    ,GC,Activision  ,Edge of Reality  ,6.7  ,N/A  ,0.35m,0.27m,0.07m,N/A,0.01m,09th May 06  
The Wild Thornberrys Movie    ,GBA,THQ  ,"Human Soft, Inc.  ",N/A  ,N/A  ,0.34m,0.25m,0.09m,N/A,0.01m,13th Nov 02  
Classic NES Series: Ice Climber    ,GBA,Nintendo  ,Nintendo  ,N/A  ,N/A  ,0.34m,0.10m,0.04m,0.20m,0.01m,02nd Jun 04  
The Fairly Odd Parents: Shadow Showdown    ,GBA,THQ  ,Helixe  ,N/A  ,N/A  ,0.34m,0.25m,0.09m,N/A,0.01m,20th Sep 04  
Banjo-Kazooie: Grunty's Revenge    ,GBA,THQ  ,Rare Ltd.  ,6.6  ,N/A  ,0.33m,0.24m,0.09m,N/A,0.01m,10th Sep 03  
Mega Man ZX Advent    ,DS,Capcom  ,Inti Creates  ,7.6  ,N/A  ,0.33m,0.22m,0.00m,0.09m,0.02m,23rd Oct 07  
Klonoa 2: Lunatea's Veil    ,PS2,Namco  ,Namco  ,9.4  ,N/A  ,0.33m,0.12m,0.10m,0.08m,0.03m,25th Jul 01  
Tak 2: The Staff of Dreams    ,GC,THQ  ,Avalanche Software  ,N/A  ,N/A  ,0.33m,0.26m,0.07m,N/A,0.01m,11th Oct 04  
Classic NES Series: Castlevania    ,GBA,Nintendo  ,Konami  ,7.4  ,N/A  ,0.33m,0.17m,0.06m,0.09m,0.01m,25th Oct 04  
Pitfall 3D: Beyond the Jungle    ,PS,Activision  ,Activision  ,N/A  ,N/A  ,0.33m,0.18m,0.12m,N/A,0.02m,28th Feb 98  
Spongebob Squarepants: Creature from the Krusty Krab    ,GC,THQ  ,Blitz Games  ,N/A  ,N/A  ,0.33m,0.25m,0.07m,N/A,0.01m,16th Oct 06  
Spy Kids 3-D: Game Over    ,GBA,Disney Interactive Studios  ,Digital Eclipse  ,N/A  ,N/A  ,0.33m,0.24m,0.09m,N/A,0.01m,30th Jun 03  
Power Rangers: Ninja Storm    ,GBA,THQ  ,Natsume  ,N/A  ,N/A  ,0.33m,0.24m,0.09m,N/A,0.01m,05th Sep 03  
Ben 10 Ultimate Alien: Cosmic Destruction    ,DS,D3 Publisher  ,Griptonite Games  ,N/A  ,N/A  ,0.32m,0.22m,0.08m,N/A,0.03m,05th Oct 10  
Chibi-Robo! Zip Lash    ,3DS,Nintendo  ,Nintendo  ,5.5  ,N/A  ,0.32m,0.14m,0.09m,0.07m,0.02m,09th Oct 15  
Rayman 2: The Great Escape    ,PS,Ubisoft  ,Ubisoft Shanghai  ,8.7  ,N/A  ,0.32m,0.18m,0.12m,N/A,0.02m,15th Sep 00  
Frogger's Adventures: The Rescue    ,PS2,Konami  ,Konami  ,N/A  ,N/A  ,0.32m,0.16m,0.12m,N/A,0.04m,29th Oct 03  
SpongeBob SquarePants: Double Pack    ,GBA,THQ  ,THQ  ,N/A  ,N/A  ,0.32m,0.23m,0.08m,N/A,0.01m,08th Mar 05  
Heart of Darkness    ,PS,Interplay  ,Amazing Studios  ,N/A  ,N/A  ,0.32m,0.18m,0.12m,N/A,0.02m,31st Jul 98  
Little Deviants    ,PSV,Sony Computer Entertainment  ,Bigbig Studios  ,N/A  ,N/A  ,0.32m,0.14m,0.13m,N/A,0.05m,15th Feb 12  
Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu    ,SNES,Konami  ,Konami  ,N/A  ,N/A  ,0.31m,N/A,N/A,0.31m,0.00m,22nd Dec 95  
Monsters vs. Aliens    ,PS3,Activision  ,Beenox  ,N/A  ,N/A  ,0.31m,0.21m,0.06m,N/A,0.04m,24th Mar 09  
Mega Man Maverick Hunter X     ,PSP,Capcom  ,Capcom  ,7.9  ,N/A  ,0.31m,0.27m,0.01m,N/A,0.03m,31st Jan 06  
The Legend of Spyro: Dawn of the Dragon    ,X360,Vivendi Games  ,Etranges Libellules  ,N/A  ,N/A  ,0.31m,0.16m,0.13m,N/A,0.03m,21st Oct 08  
Goemon's Great Adventure    ,N64,Konami  ,Konami Computer Entertainment Osaka  ,N/A  ,N/A  ,0.31m,0.06m,0.02m,0.13m,0.10m,15th Sep 99  
Mega Man Zero Collection    ,DS,Capcom  ,Inti Creates  ,7.5  ,N/A  ,0.31m,0.17m,0.01m,0.11m,0.02m,08th Jun 10  
Sonic Mania    ,PS4,Sega  ,PagodaWest Games  ,N/A  ,N/A  ,0.31m,0.10m,0.15m,0.01m,0.05m,15th Aug 17  
Spider-Man 3     ,PSP,Activision  ,Treyarch  ,5.3  ,N/A  ,0.31m,0.01m,0.24m,N/A,0.06m,16th Oct 07  
Ganbare Goemon 2: Kiteretsu Shougun Magginesu    ,SNES,Konami  ,Konami  ,N/A  ,N/A  ,0.31m,N/A,N/A,0.31m,0.00m,22nd Dec 93  
40 Winks    ,PS,GT Interactive  ,Eurocom Entertainment Software  ,5.5  ,N/A  ,0.31m,0.17m,0.12m,N/A,0.02m,14th Nov 99  
Disney's The Emperor's New Groove    ,PS,Sony Computer Entertainment  ,Argonaut Software  ,N/A  ,N/A  ,0.31m,0.17m,0.12m,N/A,0.02m,13th Nov 00  
Shrek: Forever After    ,DS,Activision  ,Griptonite Games  ,N/A  ,N/A  ,0.31m,0.18m,0.10m,N/A,0.03m,18th May 10  
Spyro: Attack of the Rhynocs    ,GBA,Universal Interactive  ,Digital Eclipse  ,N/A  ,N/A  ,0.30m,0.22m,0.08m,N/A,0.01m,27th Oct 03  
Madagascar    ,DS,Activision  ,Vicarious Visions  ,6.3  ,N/A  ,0.30m,0.25m,0.03m,N/A,0.02m,23rd May 05  
Jumping Flash!    ,PS,Sony Computer Entertainment  ,Exact  ,N/A  ,N/A  ,0.30m,0.05m,0.03m,0.21m,0.02m,27th Apr 95  
Lizzie McGuire 3: Homecoming Havoc    ,GBA,Buena Vista  ,Climax Group Inc.  ,N/A  ,N/A  ,0.30m,0.22m,0.08m,N/A,0.01m,21st Aug 05  
LEGO City Undercover    ,XOne,Warner Bros. Interactive Entertainment  ,TT Fusion  ,N/A  ,N/A  ,0.30m,0.15m,0.12m,N/A,0.03m,04th Apr 17  
Rayman 2: Revolution    ,PS2,Ubisoft  ,Ubisoft  ,8.7  ,N/A  ,0.30m,0.15m,0.11m,N/A,0.04m,30th Jan 01  
Spirit: Stallion of the Cimarron    ,GBA,THQ  ,Hyperspace Cowgirls  ,N/A  ,N/A  ,0.30m,0.21m,0.08m,N/A,0.01m,29th May 02  
Scooby-Doo! Night of 100 Frights    ,GC,THQ  ,Heavy Iron Studios  ,N/A  ,N/A  ,0.30m,0.23m,0.06m,N/A,0.01m,16th Sep 02  
Yooka-Laylee    ,PS4,Team17 Software  ,Playtonic Games  ,N/A  ,N/A  ,0.29m,0.09m,0.16m,N/A,0.05m,01st Jan 18  
Shrek: Forever After    ,Wii,Activision  ,XPEC Entertainment Inc.  ,N/A  ,N/A  ,0.29m,0.18m,0.09m,N/A,0.03m,18th May 10  
Ratchet & Clank: Size Matters    ,PS2,Sony Computer Entertainment  ,High Impact Games  ,N/A  ,N/A  ,0.29m,0.13m,0.10m,0.03m,0.03m,11th Mar 08  
Mega Man X8    ,PS2,Capcom  ,Capcom  ,N/A  ,N/A  ,0.29m,0.14m,0.11m,N/A,0.04m,07th Dec 04  
Sonic Boom: Shattered Crystal    ,3DS,Sega  ,Sanzaru Games  ,3.8  ,N/A  ,0.29m,0.17m,0.09m,N/A,0.03m,11th Nov 14  
Skylanders Imaginators    ,X360,Activision  ,Toys for Bob  ,N/A  ,N/A  ,0.29m,0.14m,0.12m,N/A,0.02m,16th Oct 16  
Rayman 3: Hoodlum Havoc    ,PS2,Ubisoft  ,Ubisoft  ,7.4  ,N/A  ,0.29m,0.14m,0.11m,N/A,0.04m,17th Mar 03  
Tomba! 2: The Evil Swine Return    ,PS,Sony Computer Entertainment  ,Whoopee Camp  ,N/A  ,N/A  ,0.29m,0.16m,0.11m,N/A,0.02m,01st Dec 99  
Sonic Forces    ,XOne,Sega  ,Sonic Team  ,N/A  ,N/A  ,0.29m,0.15m,0.11m,N/A,0.03m,07th Nov 17  
Spyro: A Hero's Tail    ,GC,VU Games  ,Eurocom Entertainment Software  ,6.4  ,N/A  ,0.29m,0.22m,0.06m,N/A,0.01m,03rd Nov 04  
Earthworm Jim    ,GBA,Majesco  ,Game Titan  ,7.2  ,N/A  ,0.29m,0.20m,0.08m,N/A,0.01m,10th Jun 01  
Tigger's Honey Hunt    ,PS,NewKidCo  ,Doki Denki  ,N/A  ,N/A  ,0.28m,0.16m,0.11m,N/A,0.02m,29th Sep 00  
Assassin's Creed II: Discovery    ,DS,Ubisoft  ,Griptonite Games  ,7.3  ,N/A  ,0.28m,0.15m,0.11m,N/A,0.03m,17th Nov 09  
Haven: Call of the King    ,PS2,Midway Games  ,Traveller's Tales  ,N/A  ,N/A  ,0.28m,0.14m,0.11m,N/A,0.04m,17th Nov 02  
Ben 10 Ultimate Alien: Cosmic Destruction    ,Wii,D3 Publisher  ,Papaya Studios  ,N/A  ,N/A  ,0.28m,0.17m,0.09m,N/A,0.02m,05th Oct 10  
Mega Man: Dr. Wily's Revenge    ,GB,Capcom  ,Capcom  ,N/A  ,N/A  ,0.28m,N/A,N/A,0.28m,N/A,01st Dec 91  
Mega Man II    ,GB,Capcom  ,Capcom  ,N/A  ,N/A  ,0.28m,N/A,N/A,0.28m,N/A,29th Jan 92  
Rocket Power: Beach Bandits    ,GBA,THQ  ,Helixe  ,N/A  ,N/A  ,0.28m,0.20m,0.07m,N/A,0.01m,19th Oct 02  
Pitfall: The Mayan Adventure    ,GBA,Majesco  ,Pipe Dream Interactive  ,N/A  ,N/A  ,0.28m,0.20m,0.07m,N/A,0.01m,10th Jun 01  
Skylanders Imaginators    ,PS3,Activision  ,Toys for Bob  ,N/A  ,N/A  ,0.28m,0.08m,0.16m,N/A,0.04m,16th Oct 16  
Mega Man ZX    ,DS,Capcom  ,Inti Creates  ,8.1  ,N/A  ,0.28m,0.16m,0.00m,0.10m,0.02m,12th Sep 06  
Tom and Jerry Tales    ,DS,Warner Bros. Interactive  ,Sensory Sweep  ,N/A  ,N/A  ,0.28m,0.20m,0.06m,N/A,0.02m,07th Nov 06  
