title,console,publisher,developer,critic_score,user_score,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
SpongeBob SquarePants: Game Boy Advance Video Volume 2    ,GBA,Majesco  ,Majesco Games  ,N/A  ,N/A  ,0.53m,0.38m,0.14m,N/A,0.01m,14th May 04  
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe    ,XB,Sega  ,Sega  ,N/A  ,N/A  ,0.53m,0.40m,0.11m,N/A,0.02m,01st Jan 05  
Jampack Vol. 2    ,PS,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,N/A  ,N/A  ,0.53m,0.30m,0.20m,N/A,0.03m,01st Jan 97  
Michael Jackson: The Experience    ,PS3,Ubisoft  ,Ubisoft Montreal  ,N/A  ,N/A  ,0.53m,0.25m,0.19m,0.00m,0.09m,12th Apr 11  
Are You Smarter than a 5th Grader?    ,DS,THQ  ,ValuSoft  ,N/A  ,N/A  ,0.53m,0.48m,0.00m,N/A,0.04m,12th Nov 07  
Pachi-Slot Aruze Oukoku 4    ,PS,Aruze Corp  ,Aruze Corp  ,N/A  ,N/A  ,0.53m,N/A,N/A,0.49m,0.03m,14th Dec 00  
Sesame Street: Once Upon A Monster    ,X360,Warner Bros. Interactive  ,Double Fine Productions  ,8.0  ,N/A  ,0.52m,0.39m,0.09m,N/A,0.04m,11th Oct 11  
SingStar Dance    ,PS3,Sony Computer Entertainment  ,SCEE London Studio  ,N/A  ,N/A  ,0.52m,0.09m,0.32m,N/A,0.11m,09th Nov 10  
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu    ,DS,Nintendo  ,Nintendo  ,N/A  ,N/A  ,0.52m,N/A,N/A,0.52m,N/A,07th Dec 06  
Jampack Winter 2002    ,PS2,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,N/A  ,N/A  ,0.52m,0.25m,0.20m,N/A,0.07m,17th Oct 02  
Pac-Man Fever    ,PS2,Namco  ,Mass Media  ,N/A  ,N/A  ,0.51m,0.25m,0.20m,N/A,0.07m,02nd Sep 02  
Jam With the Band    ,DS,Nintendo  ,Nintendo SDD  ,N/A  ,N/A  ,0.51m,N/A,0.00m,0.51m,0.00m,21st May 10  
"SpongeBob SquarePants: Lights, Camera, Pants!    ",GBA,THQ  ,WayForward Technologies  ,N/A  ,N/A  ,0.51m,0.37m,0.14m,N/A,0.01m,21st Oct 05  
Rugrats: Scavenger Hunt    ,N64,THQ  ,Realtime Associates  ,N/A  ,N/A  ,0.51m,0.41m,0.09m,N/A,0.01m,29th Jun 99  
My Word Coach    ,Wii,Ubisoft  ,Ubisoft Montreal  ,N/A  ,N/A  ,0.51m,0.46m,0.01m,N/A,0.04m,06th Nov 07  
Theatrhythm: Final Fantasy    ,3DS,Square Enix  ,Jupiter Multimedia  ,7.8  ,N/A  ,0.51m,0.22m,0.07m,0.18m,0.03m,03rd Jul 12  
World Championship Poker    ,XB,Crave Entertainment  ,Coresoft  ,N/A  ,N/A  ,0.51m,0.37m,0.11m,N/A,0.02m,30th Nov 04  
Cars Toon: Mater's Tall Tales    ,Wii,Disney Interactive Studios  ,Papaya Studios  ,N/A  ,N/A  ,0.51m,0.45m,0.02m,N/A,0.04m,19th Oct 10  
Capcom Classics Collection    ,PS2,Capcom  ,Digital Eclipse  ,N/A  ,N/A  ,0.51m,0.22m,0.17m,0.05m,0.06m,27th Sep 05  
Monopoly Party    ,PS2,Infogrames  ,Runecraft  ,N/A  ,N/A  ,0.51m,0.25m,0.19m,N/A,0.06m,11th Nov 02  
Rock Band Unplugged    ,PSP,MTV Games  ,Backbone Entertainment / Harmonix Music Systems  ,8.0  ,N/A  ,0.50m,0.25m,0.15m,N/A,0.11m,09th Jun 09  
Blue's Clues: Blue's Big Musical    ,PS,THQ  ,Terryglyph Interactive Studios  ,N/A  ,N/A  ,0.50m,0.28m,0.19m,N/A,0.03m,24th Aug 01  
Disney Sing It    ,PS2,Disney Interactive Studios  ,Zoe Mode  ,N/A  ,N/A  ,0.50m,0.25m,0.19m,N/A,0.06m,21st Oct 08  
Activision Anthology    ,PS2,Activision  ,Contraband Entertainment  ,N/A  ,N/A  ,0.50m,0.25m,0.19m,N/A,0.06m,25th Nov 02  
Pokémon Art Academy     ,3DS,Nintendo  ,Headstrong Games  ,7.8  ,N/A  ,0.50m,0.18m,0.12m,0.17m,0.03m,24th Oct 14  
Boogie    ,Wii,Electronic Arts  ,EA Montreal  ,N/A  ,N/A  ,0.49m,0.43m,0.03m,N/A,0.04m,07th Aug 07  
The Price is Right    ,DS,Ubisoft  ,Ludia Inc.  ,N/A  ,N/A  ,0.49m,0.46m,N/A,N/A,0.04m,09th Sep 08  
Middle-Earth: Shadow of Mordor    ,X360,Warner Bros. Interactive Entertainment  ,Unknown  ,N/A  ,N/A  ,0.49m,0.28m,0.16m,N/A,0.04m,18th Nov 14  
The Evil Within    ,X360,Bethesda Softworks  ,Tango Gameworks  ,N/A  ,N/A  ,0.49m,0.28m,0.16m,0.01m,0.04m,14th Oct 14  
Taiko no Tatsujin: Appare Sandaime    ,PS2,Namco  ,Namco  ,N/A  ,N/A  ,0.49m,N/A,N/A,0.49m,N/A,30th Oct 03  
Art Academy: Lessons for Everyone!    ,3DS,Nintendo  ,Headstrong Games  ,8.0  ,N/A  ,0.49m,0.20m,0.05m,0.21m,0.02m,01st Oct 12  
Momotarou Dentetsu X: Kyuushuu-hen mo Arubai    ,PS2,Hudson Soft  ,Hudson Soft  ,N/A  ,N/A  ,0.49m,N/A,N/A,0.49m,N/A,13th Dec 01  
Jeopardy!    ,PS2,Atari  ,Atari  ,N/A  ,N/A  ,0.48m,0.24m,0.18m,N/A,0.06m,28th Oct 03  
Pinball Hall of Fame: The Williams Collection    ,Wii,Crave Entertainment  ,FarSight Studios  ,N/A  ,N/A  ,0.48m,0.42m,0.03m,N/A,0.04m,26th Feb 08  
You're in the Movies    ,X360,Microsoft  ,Zoe Mode  ,5.1  ,N/A  ,0.48m,0.27m,0.17m,N/A,0.05m,17th Nov 08  
Fortune Street    ,Wii,Nintendo  ,Square Enix  ,N/A  ,N/A  ,0.48m,0.25m,0.03m,0.17m,0.03m,05th Dec 11  
Scene It? Lights Camera Action    ,X360,Microsoft Game Studios  ,WXP / Screenlife Games  ,N/A  ,N/A  ,0.48m,0.43m,0.01m,N/A,0.04m,06th Nov 07  
Rayman Raving Rabbids: TV Party    ,DS,Ubisoft  ,Ubisoft Casablanca  ,N/A  ,N/A  ,0.48m,0.44m,0.01m,N/A,0.04m,18th Nov 08  
Doom 3 BFG Edition    ,X360,Bethesda Softworks  ,id Software  ,N/A  ,N/A  ,0.48m,0.28m,0.15m,N/A,0.04m,16th Oct 12  
Momotarou Dentetsu V    ,PS,Hudson Entertainment  ,Hudson  ,N/A  ,N/A  ,0.47m,N/A,N/A,0.44m,0.03m,16th Dec 99  
MTV Music Generator    ,PS,Codemasters  ,Jester Interactive  ,N/A  ,N/A  ,0.47m,0.26m,0.18m,N/A,0.03m,30th Nov 99  
Super Momotarou Dentetsu DX    ,SNES,Hudson Soft  ,Hudson Soft  ,N/A  ,N/A  ,0.47m,N/A,N/A,0.47m,0.00m,08th Dec 95  
World Series of Poker    ,PS2,Activision  ,Activision Value  ,N/A  ,N/A  ,0.47m,0.39m,0.01m,N/A,0.06m,31st Aug 05  
Dragon Ball Z: Collectible Card Game    ,GBA,Infogrames  ,Magellan Interactive  ,6.0  ,N/A  ,0.46m,0.33m,0.12m,N/A,0.01m,29th May 02  
SingStar Amped    ,PS2,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,N/A  ,N/A  ,0.46m,0.23m,0.18m,N/A,0.06m,18th Sep 07  
Jampack Winter 2003 (RP-M)    ,PS2,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,N/A  ,N/A  ,0.46m,0.22m,0.18m,N/A,0.06m,15th Oct 03  
Momotarou Dentetsu 11    ,PS2,Hudson Soft  ,Hudson Soft  ,N/A  ,N/A  ,0.46m,N/A,N/A,0.46m,N/A,05th Dec 02  
Country Dance 2    ,Wii,GameMill  ,High Voltage Software  ,N/A  ,N/A  ,0.46m,0.43m,N/A,N/A,0.03m,01st Nov 11  
We Sing Encore    ,Wii,Nordic Games  ,Le Cortex  ,N/A  ,N/A  ,0.45m,N/A,0.40m,N/A,0.05m,20th Aug 10  
God Eater 2    ,PSV,Namco Bandai Games  ,Shift  ,N/A  ,N/A  ,0.45m,N/A,N/A,0.45m,N/A,14th Nov 13  
Band Hero    ,DS,Activision  ,Vicarious Visions  ,6.3  ,N/A  ,0.45m,0.22m,0.19m,N/A,0.05m,03rd Nov 09  
Karaoke Revolution Presents American Idol Encore    ,Wii,Konami  ,Blitz Games  ,N/A  ,N/A  ,0.45m,0.42m,N/A,N/A,0.03m,05th Feb 08  
Brain Challenge    ,DS,Ubisoft  ,Gameloft  ,N/A  ,N/A  ,0.45m,0.41m,0.01m,N/A,0.03m,08th Jan 08  
Yu-Gi-Oh! Destiny Board Traveler    ,GBA,Konami  ,KCEJ  ,N/A  ,N/A  ,0.45m,0.32m,0.12m,N/A,0.01m,26th Oct 04  
My Fashion Studio    ,DS,Ubisoft  ,505 Games  ,N/A  ,N/A  ,0.45m,0.41m,0.01m,N/A,0.03m,10th Jun 08  
Pokémon Pinball: Ruby & Sapphire (JP weekly sales)    ,GBA,Nintendo  ,Jupiter Corporation  ,N/A  ,N/A  ,0.45m,N/A,N/A,0.44m,0.01m,26th Aug 03  
LEGO Rock Band    ,DS,Warner Bros. Interactive  ,TT Games / Harmonix Music Systems  ,8.4  ,N/A  ,0.45m,0.32m,0.09m,N/A,0.04m,03rd Nov 09  
SingStar Take That    ,PS2,Sony Computer Entertainment  ,SCEE London Studio  ,N/A  ,N/A  ,0.45m,N/A,0.06m,N/A,0.39m,06th Nov 09  
Disney Sing It! High School Musical 3: Senior Year    ,PS2,Disney Interactive Studios  ,Zoe Mode  ,N/A  ,N/A  ,0.45m,0.09m,0.02m,N/A,0.34m,17th Feb 09  
Disney Guilty Party    ,Wii,Disney Interactive Studios  ,Wideload Games  ,N/A  ,N/A  ,0.45m,0.42m,N/A,N/A,0.03m,31st Aug 10  
Rock Band Country Track Pack    ,Wii,MTV Games  ,Harmonix Music Systems  ,N/A  ,N/A  ,0.44m,0.41m,N/A,N/A,0.03m,21st Jul 09  
Yu-Gi-Oh! Capsule Monster Coliseum    ,PS2,Konami  ,Konami  ,N/A  ,N/A  ,0.44m,0.22m,0.17m,N/A,0.06m,26th Oct 04  
Jampack Volume 13 (RP-M)    ,PS2,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,N/A  ,N/A  ,0.44m,0.37m,0.01m,N/A,0.06m,18th Oct 05  
"SpongeBob SquarePants: Lights, Camera, Pants!    ",PS2,THQ  ,THQ Australia Studios Pty Ltd.  ,N/A  ,N/A  ,0.44m,0.37m,0.01m,N/A,0.06m,21st Oct 05  
Skylanders SWAP Force    ,PS4,Activision  ,Unknown  ,N/A  ,N/A  ,0.44m,0.23m,0.14m,N/A,0.08m,15th Nov 13  
Family Fest Presents Circus Games    ,Wii,Ubisoft  ,Kuju Entertainment  ,N/A  ,N/A  ,0.44m,0.10m,0.29m,N/A,0.05m,21st Oct 08  
SingStar Queen    ,PS3,Sony Computer Entertainment  ,SCEE London Studio  ,6.8  ,N/A  ,0.44m,0.11m,0.25m,N/A,0.07m,04th Aug 09  
Story of Seasons    ,3DS,Xseed Games  ,Marvelous  ,7.7  ,N/A  ,0.44m,N/A,0.15m,0.28m,0.01m,31st Mar 15  
"SpongeBob SquarePants: Lights, Camera, Pants!    ",GC,THQ  ,THQ Australia Studios Pty Ltd.  ,N/A  ,N/A  ,0.44m,0.34m,0.09m,N/A,0.01m,21st Oct 05  
Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri    ,PS2,Namco  ,Namco  ,N/A  ,N/A  ,0.44m,N/A,N/A,0.44m,N/A,27th Mar 03  
Food Network: Cook or Be Cooked    ,Wii,Namco Bandai  ,Red Fly Studio  ,N/A  ,N/A  ,0.44m,0.41m,N/A,N/A,0.03m,03rd Nov 09  
Wheel of Fortune    ,DS,THQ  ,"Pipeworks Software, Inc.  ",N/A  ,N/A  ,0.44m,0.41m,N/A,N/A,0.03m,02nd Nov 10  
Karaoke Revolution    ,Wii,Konami  ,Blitz Games  ,N/A  ,N/A  ,0.44m,0.24m,0.16m,N/A,0.04m,24th Nov 09  
Jump Start Pet Rescue    ,Wii,Knowledge Adventure  ,Knowledge Adventure Inc.  ,N/A  ,N/A  ,0.44m,0.41m,N/A,N/A,0.03m,08th Sep 09  
SingStar Motown    ,PS2,Sony Computer Entertainment  ,SCEE London Studio  ,N/A  ,N/A  ,0.44m,N/A,0.06m,N/A,0.38m,10th Nov 09  
Trials Fusion    ,PS4,Ubisoft  ,Unknown  ,N/A  ,N/A  ,0.43m,0.13m,0.23m,0.01m,0.07m,16th Apr 14  
My Spanish Coach    ,DS,Ubisoft  ,Sensory Sweep Studios  ,N/A  ,N/A  ,0.43m,0.40m,0.00m,N/A,0.03m,06th Nov 07  
DanceStar Party    ,PS3,Sony Computer Entertainment  ,SCEE London Studio  ,N/A  ,N/A  ,0.43m,N/A,0.34m,N/A,0.09m,21st Oct 11  
The Fairly Odd Parents: Game Boy Advance Video Volume 1    ,GBA,Majesco  ,Majesco Games  ,N/A  ,N/A  ,0.43m,0.31m,0.11m,N/A,0.01m,14th May 04  
Dora the Explorer: Dora Puppy    ,DS,2K Play  ,Take-Two Interactive  ,N/A  ,N/A  ,0.43m,0.39m,0.01m,N/A,0.03m,03rd Nov 09  
"Barbie: Jet, Set & Style!    ",DS,THQ  ,THQ  ,N/A  ,N/A  ,0.43m,0.34m,0.05m,N/A,0.04m,20th Sep 11  
Monopoly    ,PS2,Electronic Arts  ,EA Bright Light  ,N/A  ,N/A  ,0.43m,0.21m,0.16m,N/A,0.05m,20th Oct 08  
Disney Sing It    ,X360,Disney Interactive Studios  ,Zoe Mode  ,N/A  ,N/A  ,0.43m,0.39m,0.01m,N/A,0.03m,21st Oct 08  
Midway Arcade Treasures    ,XB,Midway Games  ,Digital Eclipse  ,N/A  ,N/A  ,0.43m,0.33m,0.08m,N/A,0.01m,24th Nov 03  
SEGA Classics Collection    ,PS2,Sega  ,Sega  ,N/A  ,N/A  ,0.43m,0.21m,0.16m,N/A,0.05m,22nd Mar 05  
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005    ,GBA,Konami  ,Konami  ,N/A  ,N/A  ,0.42m,0.30m,0.11m,N/A,0.01m,15th Feb 05  
Guitar Hero: Smash Hits    ,X360,Activision  ,Neversoft Entertainment  ,7.1  ,N/A  ,0.42m,0.23m,0.15m,N/A,0.04m,16th Jun 09  
Just Dance: Summer Party    ,Wii,Ubisoft  ,Ubisoft Paris  ,N/A  ,N/A  ,0.42m,0.40m,N/A,N/A,0.03m,19th Jul 11  
LEGO Rock Band    ,PS3,Warner Bros. Interactive  ,TT Games / Harmonix Music Systems  ,7.4  ,N/A  ,0.42m,0.24m,0.12m,N/A,0.06m,03rd Nov 09  
The Fairly Odd Parents: Game Boy Advance Video Volume 2    ,GBA,Majesco  ,Majesco Games  ,N/A  ,N/A  ,0.42m,0.30m,0.11m,N/A,0.01m,14th May 04  
Metal Gear Solid: The Legacy Collection    ,PS3,Konami Digital Entertainment  ,Konami  ,N/A  ,N/A  ,0.42m,0.31m,0.01m,0.03m,0.07m,09th Jul 13  
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!    ,DS,Namco Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,0.42m,N/A,N/A,0.42m,N/A,01st Jul 10  
Sonic Gems Collection    ,GC,Sega  ,Sonic Team  ,6.9  ,N/A  ,0.42m,0.32m,0.08m,N/A,0.01m,16th Aug 05  
Solitaire Overload    ,DS,Telegames  ,Cosmigo  ,N/A  ,N/A  ,0.42m,0.39m,N/A,N/A,0.03m,26th Oct 07  
High Rollers Casino    ,PS2,Mud Duck Productions  ,Bethesda Softworks  ,N/A  ,N/A  ,0.42m,0.20m,0.16m,N/A,0.05m,10th Nov 04  
Green Day: Rock Band    ,PS3,MTV Games  ,Harmonix Music Systems  ,N/A  ,N/A  ,0.41m,0.19m,0.15m,N/A,0.07m,08th Jun 10  
Jampack Volume 10    ,PS2,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,N/A  ,N/A  ,0.41m,0.20m,0.16m,N/A,0.05m,27th Apr 04  
Wheel of Fortune: 2nd Edition    ,PS,Hasbro Interactive  ,Artech Studios  ,N/A  ,N/A  ,0.41m,0.23m,0.16m,N/A,0.03m,18th Oct 00  
Itadaki Street DS    ,DS,Square Enix  ,Armor Project / Think Garage  ,N/A  ,N/A  ,0.41m,N/A,N/A,0.41m,N/A,21st Jun 07  
Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki    ,Wii,Hudson Soft  ,Hudson Soft  ,N/A  ,N/A  ,0.41m,N/A,N/A,0.41m,N/A,26th Nov 09  
SpongeBob SquigglePants    ,Wii,THQ  ,WayForward Technologies  ,5.4  ,N/A  ,0.41m,0.35m,0.03m,N/A,0.03m,12th Apr 11  
Band Hero    ,PS2,Activision  ,Vicarious Visions  ,6.0  ,N/A  ,0.41m,0.15m,0.06m,N/A,0.20m,03rd Nov 09  
Buzz! Junior: Jungle Party    ,PS2,Sony Computer Entertainment  ,Cohort Studios  ,N/A  ,N/A  ,0.41m,0.20m,0.16m,N/A,0.05m,02nd Oct 07  
AKB1/48: Idol to Koishitara...    ,PSP,Namco Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,0.41m,N/A,N/A,0.41m,N/A,23rd Dec 10  
Pro Pinball    ,PS,Interplay  ,Cunning Developments  ,N/A  ,N/A  ,0.41m,0.23m,0.15m,N/A,0.03m,30th Sep 96  
Green Day: Rock Band    ,X360,MTV Games  ,Harmonix Music Systems  ,7.8  ,N/A  ,0.41m,0.24m,0.13m,N/A,0.04m,08th Jun 10  
Yu-Gi-Oh! The Eternal Duelist Soul (JP sales)    ,GBA,Konami  ,Konami Computer Entertainment Japan  ,N/A  ,N/A  ,0.41m,N/A,N/A,0.40m,0.01m,05th Jul 01  
Hatsune Miku: Project Diva 2nd    ,PSP,Sega  ,Sega  ,N/A  ,N/A  ,0.41m,N/A,N/A,0.41m,N/A,29th Jul 10  
Just Dance Kids 2    ,X360,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,0.41m,0.29m,0.08m,N/A,0.03m,25th Oct 11  
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life    ,PS,Sony Computer Entertainment  ,Various  ,N/A  ,N/A  ,0.40m,0.23m,0.15m,N/A,0.03m,28th Oct 03  
Six Flags Fun Park    ,Wii,Ubisoft  ,7 Studios  ,N/A  ,N/A  ,0.40m,0.27m,0.09m,N/A,0.04m,03rd Mar 09  
Taiko no Tatsujin Wii: Dodon to 2 Yome!    ,Wii,Namco Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,0.40m,N/A,N/A,0.40m,N/A,19th Nov 09  
Disney Sing It! High School Musical 3: Senior Year    ,PS3,Disney Interactive Studios  ,Zoe Mode  ,N/A  ,N/A  ,0.40m,0.08m,0.26m,N/A,0.06m,17th Feb 09  
AKB1/48: Idol to Guam de Koishitara...    ,PSP,Namco Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,0.40m,N/A,N/A,0.40m,N/A,06th Oct 11  
Atari Anthology    ,PS2,Atari  ,Digital Eclipse  ,N/A  ,N/A  ,0.40m,0.33m,0.01m,N/A,0.05m,22nd Nov 04  
My Virtual Tutor: Reading Adventure First to Second Grade    ,DS,Mentor Interactive  ,1st Playable Productions  ,N/A  ,N/A  ,0.40m,0.37m,N/A,N/A,0.03m,11th Sep 09  
You Don't Know Jack    ,PS,Sierra Entertainment  ,"Starsphere Interactive, Inc.  ",8.5  ,N/A  ,0.40m,0.22m,0.15m,N/A,0.03m,20th Sep 99  
Disney Sing It    ,PS3,Disney Interactive Studios  ,Zoe Mode  ,N/A  ,N/A  ,0.40m,0.29m,0.06m,N/A,0.04m,21st Oct 08  
Skylanders Giants    ,WiiU,Activision  ,Unknown  ,N/A  ,N/A  ,0.39m,0.23m,0.13m,N/A,0.04m,18th Nov 12  
Dancing with the Stars: We Dance!    ,DS,Activision  ,Zoe Mode  ,N/A  ,N/A  ,0.39m,0.36m,N/A,N/A,0.03m,21st Oct 08  
Are You Smarter than a 5th Grader? Make the Grade    ,DS,THQ  ,THQ  ,N/A  ,N/A  ,0.39m,0.36m,N/A,N/A,0.03m,20th Oct 08  
Donkey Konga 2    ,GC,Nintendo  ,Namco  ,6.5  ,N/A  ,0.39m,0.30m,0.08m,N/A,0.01m,09th May 05  
Taiko no Tatsujin Wii: Ketteiban    ,Wii,Namco Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,0.39m,N/A,N/A,0.39m,N/A,23rd Nov 11  
Disney Princess: Enchanting Storybooks    ,Wii,THQ  ,THQ  ,N/A  ,N/A  ,0.39m,0.25m,0.10m,N/A,0.03m,01st Nov 11  
Monopoly Streets    ,PS3,Electronic Arts  ,Electronic Arts  ,N/A  ,N/A  ,0.39m,0.16m,0.17m,N/A,0.06m,26th Oct 10  
Jampack Winter 2003 (RP-T)     ,PS2,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,N/A  ,N/A  ,0.39m,0.19m,0.15m,N/A,0.05m,15th Oct 03  
Chessmaster    ,PS2,Ubisoft  ,Ubisoft Romania  ,N/A  ,N/A  ,0.39m,0.19m,0.15m,N/A,0.05m,28th May 03  
Karaoke Revolution Presents American Idol Encore    ,PS2,Konami  ,Blitz Games  ,N/A  ,N/A  ,0.39m,0.19m,0.15m,N/A,0.05m,05th Feb 08  
Dance Party: Pop Hits    ,Wii,Nordic Games  ,Broadsword Interactive  ,N/A  ,N/A  ,0.38m,N/A,0.36m,N/A,0.02m,08th May 09  
GRID 2    ,PS3,Codemasters  ,Unknown  ,N/A  ,N/A  ,0.38m,0.07m,0.25m,0.01m,0.06m,28th May 13  
Junior Classic Games    ,DS,Take-Two Interactive  ,Uacari  ,N/A  ,N/A  ,0.38m,0.26m,0.09m,N/A,0.03m,03rd Nov 09  
Jam Sessions: Sing and Play Guitar (US sales)    ,DS,Ubisoft  ,Plato  ,N/A  ,N/A  ,0.38m,0.38m,0.00m,N/A,N/A,11th Sep 07  
Bratz: Rock Angelz    ,PS2,THQ  ,Blitz Games  ,N/A  ,N/A  ,0.38m,0.19m,0.15m,N/A,0.05m,06th Oct 05  
Phoenix Wright: Ace Attorney - Dual Destinies    ,3DS,Unknown  ,Capcom  ,8.1  ,N/A  ,0.38m,N/A,N/A,0.38m,N/A,01st Jan 14  
Sesame Street: Elmo's A-to-Zoo Adventure    ,Wii,Warner Bros. Interactive  ,Black Lantern Studios  ,N/A  ,N/A  ,0.38m,0.35m,N/A,N/A,0.03m,20th Oct 10  
Taiko no Tatsujin Portable DX    ,PSP,Namco Bandai  ,Namco Bandai Games  ,N/A  ,N/A  ,0.38m,N/A,N/A,0.38m,N/A,14th Jul 11  
Hatsune Miku: Project Mirai DX    ,3DS,Sega  ,Sega  ,7.5  ,N/A  ,0.38m,0.20m,0.04m,0.11m,0.03m,08th Sep 15  
Dancing with the Stars: We Dance!    ,Wii,Activision  ,Zoe Mode  ,N/A  ,N/A  ,0.38m,0.35m,N/A,N/A,0.03m,21st Oct 08  
EyeToy Play 2    ,PS2,Sony Computer Entertainment  ,SCEE London Studio  ,N/A  ,N/A  ,0.38m,0.18m,0.14m,N/A,0.05m,16th Aug 05  
Peppa Pig: The Game    ,Wii,Pinnacle  ,Asylum Entertainment  ,N/A  ,N/A  ,0.38m,N/A,0.34m,N/A,0.03m,04th Dec 09  
Minecraft    ,3DS,Nintendo  ,Other Ocean Interactive  ,6.7  ,N/A  ,0.37m,0.33m,N/A,N/A,0.04m,10th Nov 17  
Go Vacation    ,NS,Nintendo  ,Bandai Namco Studios  ,N/A  ,N/A  ,0.37m,0.12m,0.22m,0.01m,0.03m,27th Jul 18  
Guitar Hero On Tour: Modern Hits    ,DS,Activision  ,Activision  ,7.3  ,N/A  ,0.37m,0.13m,0.20m,N/A,0.04m,09th Jun 09  
Trivial Pursuit    ,X360,Electronic Arts  ,Adrenalin Interactive  ,N/A  ,N/A  ,0.37m,0.12m,0.21m,N/A,0.04m,10th Mar 09  
Elite Beat Agents    ,DS,Nintendo  ,iNiS  ,8.4  ,N/A  ,0.37m,0.30m,0.03m,N/A,0.03m,06th Nov 06  
Green Day: Rock Band    ,Wii,MTV Games  ,Harmonix Music Systems  ,N/A  ,N/A  ,0.37m,0.22m,0.12m,N/A,0.03m,08th Jun 10  
U-Sing    ,Wii,Mindscape  ,Mindscape Inc.  ,N/A  ,N/A  ,0.35m,N/A,0.32m,N/A,0.03m,06th Nov 09  
Press Your Luck 2010 Edition    ,Wii,Ubisoft  ,Ludia Inc.  ,N/A  ,N/A  ,0.35m,0.33m,N/A,N/A,0.03m,27th Oct 09  
Guitar Hero: Smash Hits    ,PS3,Activision  ,Neversoft Entertainment  ,7.4  ,N/A  ,0.35m,0.20m,0.11m,N/A,0.05m,16th Jun 09  
Momotarou Dentetsu 12    ,PS2,Hudson Soft  ,Hudson Soft  ,N/A  ,N/A  ,0.35m,N/A,N/A,0.35m,N/A,11th Dec 03  
Skylanders SWAP Force    ,XOne,Activision  ,Unknown  ,N/A  ,N/A  ,0.35m,0.25m,0.07m,N/A,0.03m,22nd Nov 13  
Def Jam Rapstar    ,PS3,Konami  ,4mm Games / Terminal Reality  ,7.4  ,N/A  ,0.35m,0.27m,0.04m,N/A,0.04m,05th Oct 10  
Sega Genesis Classics    ,PS4,Sega  ,Sega  ,N/A  ,N/A  ,0.35m,0.08m,0.21m,N/A,0.05m,29th May 18  
Xbox Music Mixer    ,XB,Microsoft  ,WildTangent  ,N/A  ,N/A  ,0.35m,0.26m,0.08m,N/A,0.01m,27th Oct 03  
Guitar Hero: Metallica    ,PS2,Activision  ,BudCat Creations  ,N/A  ,N/A  ,0.35m,0.17m,0.13m,N/A,0.04m,14th Apr 09  
Hello Kitty Daily    ,DS,Aspyr  ,Dorart  ,N/A  ,N/A  ,0.35m,0.32m,N/A,N/A,0.03m,14th Nov 08  
Karaoke Revolution    ,PS2,Konami  ,Harmonix Music Systems  ,N/A  ,N/A  ,0.35m,0.17m,0.13m,N/A,0.04m,24th Oct 03  
SpongeBob's Boating Bash    ,Wii,THQ  ,Impulse Games  ,N/A  ,N/A  ,0.35m,0.24m,0.07m,N/A,0.03m,02nd Mar 10  
Risk / Battleship / Clue    ,GBA,DSI Games  ,Gravity-I  ,N/A  ,N/A  ,0.34m,0.25m,0.09m,N/A,0.01m,21st Aug 05  
High School Musical 3: Senior Year DANCE!    ,PS2,Disney Interactive Studios  ,Page 44 Studios  ,N/A  ,N/A  ,0.34m,0.17m,0.13m,N/A,0.04m,28th Oct 08  
Company of Heroes 2    ,PC,Sega  ,Relic  ,N/A  ,N/A  ,0.34m,0.06m,0.26m,N/A,0.02m,25th Jun 13  
Monopoly    ,PS3,Electronic Arts  ,EA Bright Light  ,N/A  ,N/A  ,0.34m,0.25m,0.06m,N/A,0.03m,20th Oct 08  
Backstreet Billiards    ,PS,ASCII Entertainment  ,argent  ,7.2  ,N/A  ,0.34m,0.19m,0.13m,N/A,0.02m,30th Nov 98  
Momotarou Dentetsu DS: Tokyo & Japan    ,DS,Hudson Soft  ,Hudson Soft  ,N/A  ,N/A  ,0.34m,N/A,N/A,0.34m,N/A,26th Apr 07  
Skylanders: Trap Team    ,3DS,Activision  ,Toys for Bob  ,N/A  ,N/A  ,0.34m,0.21m,0.10m,N/A,0.03m,05th Oct 14  
