title,link,platform,release_date,meta_score,user_score,developer,publisher,genre,esrb_rating
Tropico 3,/game/xbox-360/tropico-3,Xbox 360,16-Feb-10,75,7.2,"Haemimont, Haemimont Games",Kalypso,"Strategy, Tycoon, Management, Tycoon, Government",T
LUNA The Shadow Dust,/game/pc/luna-the-shadow-dust,PC,13-Feb-20,75,7.2,Lantern Studio,Coconut Island Games,"Adventure, General",NA
Sonic & All-Stars Racing Transformed,/game/playstation-vita/sonic-all-stars-racing-transformed,PlayStation Vita,18-Dec-12,75,7.8,Sumo Digital,Sega,"Driving, Racing, Arcade, Kart, Other, Kart, Automobile",E10+
Buffy the Vampire Slayer: Chaos Bleeds,/game/gamecube/buffy-the-vampire-slayer-chaos-bleeds,GameCube,28-Aug-03,75,8.4,Eurocom Entertainment Software,Sierra Entertainment,"Action, Beat-'Em-Up",T
.hack//Infection Part 1,/game/playstation-2/hackinfection-part-1,PlayStation 2,10-Feb-03,75,8.3,CyberConnect2,Bandai,"Role-Playing, Action RPG",T
Sonic Mega Collection,/game/gamecube/sonic-mega-collection,GameCube,10-Nov-02,75,8.5,Sonic Team,Sega,"Miscellaneous, Compilation",E
Burnout,/game/xbox/burnout,Xbox,29-Apr-02,75,6.5,Criterion Games,Acclaim,"Driving, Racing, Arcade",E
Jackie Chan Adventures,/game/game-boy-advance/jackie-chan-adventures,Game Boy Advance,6-Nov-01,75,8,Torus Games,Activision,"Action, Beat-'Em-Up",E
Le Mans 24 Hours,/game/playstation-2/le-mans-24-hours,PlayStation 2,13-Aug-01,75,7.5,Atari,Atari,"Driving, Racing, GT / Street",E
Army Men: Air Attack 2,/game/playstation-2/army-men-air-attack-2,PlayStation 2,23-Mar-01,75,8,3DO,3DO,"Action, Shooter, Third-Person, Fantasy",T
Indiana Jones and the Infernal Machine,/game/nintendo-64/indiana-jones-and-the-infernal-machine,Nintendo 64,14-Dec-00,75,8.2,Factor 5,LucasArts,"Action Adventure, Historic",T
Jazzpunk,/game/pc/jazzpunk,PC,7-Feb-14,75,7.7,Necrophone,Adult Swim,"General, Adventure, 3D, First-Person, Sci-Fi",NA
The Long Dark,/game/playstation-4/the-long-dark,PlayStation 4,1-Aug-17,75,6.7,Hinterland,Hinterland,"Simulation, Action Adventure, General, Survival",T
Gran Turismo Sport,/game/playstation-4/gran-turismo-sport,PlayStation 4,17-Oct-17,75,6,Polyphony Digital,SCEA,"Racing, Simulation, Automobile",E
MIND: Path to Thalamus,/game/pc/mind-path-to-thalamus,PC,5-Aug-14,75,6.8,Carlos Coronado,Carlos Coronado,"Action, Shooter, First-Person, Sci-Fi, Arcade",NA
I Am Alive,/game/playstation-3/i-am-alive,PlayStation 3,3-Apr-12,75,6.3,Ubisoft Shanghai,Ubisoft,"Action Adventure, Horror, Horror, Survival",M
Etrian Odyssey,/game/ds/etrian-odyssey,DS,15-May-07,75,8.4,"Lancarse, Atlus",Atlus,"Role-Playing, First-Person, First-Person, Western-Style",T
Fallout 4: Far Harbor,/game/playstation-4/fallout-4-far-harbor,PlayStation 4,19-May-16,75,6.5,Bethesda Game Studios,Bethesda Softworks,"Role-Playing, Western-Style",M
Bejeweled 3,/game/ds/bejeweled-3,DS,15-Nov-11,75,tbd,PopCap,PopCap,"Miscellaneous, Puzzle, Puzzle, Matching, Matching",E
Bomberman,/game/ds/bomberman,DS,21-Jun-05,75,7.4,Racjin,Ubisoft,"Miscellaneous, Puzzle, Action, Puzzle, Puzzle, General, Action",E
Worms W.M.D,/game/xbox-one/worms-wmd,Xbox One,23-Aug-16,75,7,Team17,Team17,"Strategy, Turn-Based, Artillery",E10+
Figment,/game/switch/figment,Switch,28-Jun-18,75,7.6,Bedtime Digital Games,Bedtime Digital Games,"Action, General",E10+
Atom Zombie Smasher,/game/pc/atom-zombie-smasher,PC,23-Jan-11,75,7.1,Blendo Games,Blendo Games,"Strategy, Real-Time, General, General",T
Left 4 Dead 2: The Passing,/game/pc/left-4-dead-2-the-passing,PC,22-Apr-10,75,7.5,Valve Software,Electronic Arts,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Tactical",M
Beyond Blue,/game/playstation-4/beyond-blue,PlayStation 4,11-Jun-20,75,8.3,E-Line Media,E-Line Media,"Simulation, General",NA
Batman: The Telltale Series - Episode 5: City of Light,/game/pc/batman-the-telltale-series---episode-5-city-of-light,PC,13-Dec-16,75,6.8,Telltale Games,Telltale Games,"Adventure, Point-and-Click",NA
Blade Strangers,/game/switch/blade-strangers,Switch,28-Aug-18,75,7.9,Studio Saizensen,Nicalis,"Action, Fighting, 2D",T
Unreal II: The Awakening,/game/pc/unreal-ii-the-awakening,PC,3-Feb-03,75,6.5,Legend Entertainment,Atari,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M
Bulletstorm: Full Clip Edition,/game/playstation-4/bulletstorm-full-clip-edition,PlayStation 4,7-Apr-17,75,7.1,People Can Fly,Epic Games,"Action, Shooter, First-Person, Arcade",M
Stikbold! A Dodgeball Adventure,/game/playstation-4/stikbold!-a-dodgeball-adventure,PlayStation 4,5-Apr-16,75,7,Reign Bros,Reign Bros,"Action, Arcade",E
Atelier Sophie: The Alchemist of the Mysterious Book,/game/playstation-4/atelier-sophie-the-alchemist-of-the-mysterious-book,PlayStation 4,7-Jun-16,75,7.8,Gust,Koei Tecmo Games,"Role-Playing, Japanese-Style",T
Inazuma Eleven Go: Shadow,/game/3ds/inazuma-eleven-go-shadow,3DS,13-Jun-14,75,7.1,Level 5,Nintendo,"Sports, Traditional, Soccer, Arcade",NA
WWE All Stars,/game/xbox-360/wwe-all-stars,Xbox 360,29-Mar-11,75,7.1,THQ,THQ,"Action, Sports, Fighting, Fighting, Individual, Wrestling, Combat, Wrestling",T
Magic: The Gathering - Duels of the Planeswalkers 2012,/game/xbox-360/magic-the-gathering---duels-of-the-planeswalkers-2012,Xbox 360,15-Jun-11,75,7.9,Stainless Games,Wizards of the Coast,"Strategy, Miscellaneous, Turn-Based, Card Battle, Card Battle",T
Life is Strange: Episode 1 - Chrysalis,/game/playstation-4/life-is-strange-episode-1---chrysalis,PlayStation 4,30-Jan-15,75,8.2,DONTNOD Entertainment,Square Enix,"Action Adventure, General",M
Star Wars Battlefront,/game/xbox-one/star-wars-battlefront,Xbox One,17-Nov-15,75,4.5,EA DICE,Electronic Arts,"General, General, Action, Shooter, First-Person, Tactical",T
Yooka-Laylee,/game/switch/yooka-laylee,Switch,14-Dec-17,75,7.5,Playtonic Games,Team17,"Action, Platformer, 3D",E10+
Dance Dance Revolution Ultramix 3,/game/xbox/dance-dance-revolution-ultramix-3,Xbox,15-Nov-05,75,8.6,Konami,Konami,"Miscellaneous, Rhythm, Dancing",E10+
Two Worlds II,/game/pc/two-worlds-ii,PC,3-Feb-11,75,6.4,Reality Pump,TopWare Interactive,"Role-Playing, Third-Person, Third-Person, General, Action RPG",M
Cloudberry Kingdom,/game/playstation-3/cloudberry-kingdom,PlayStation 3,30-Jul-13,75,6.2,Pwnee Studios,Ubisoft,"Action, Platformer, Platformer, 2D, 2D",T
Tiger Woods PGA Tour 13,/game/playstation-3/tiger-woods-pga-tour-13,PlayStation 3,27-Mar-12,75,5.6,Electronic Arts,Electronic Arts,"Sports, Traditional, Individual, Golf, Sim, Sim",E
Far Cry New Dawn,/game/xbox-one/far-cry-new-dawn,Xbox One,15-Feb-19,75,4,Ubisoft Montreal,Ubisoft,"Action, Shooter, First-Person, Arcade",M
Zubo,/game/ds/zubo,DS,10-Mar-09,75,7.6,EA Bright Light,Electronic Arts,"Action, Miscellaneous, Rhythm, Music, Music",E10+
Grow Home,/game/pc/grow-home,PC,4-Feb-15,75,7.4,Ubisoft Reflections,Ubisoft,"Action Adventure, Sandbox, Open-World",NA
The House of the Dead: Overkill - Extended Cut,/game/playstation-3/the-house-of-the-dead-overkill---extended-cut,PlayStation 3,25-Oct-11,75,7.4,Headstrong Games,Sega,"Action, Shooter, Shooter, Light Gun, Light Gun",M
DiRT Showdown,/game/playstation-3/dirt-showdown,PlayStation 3,12-Jun-12,75,6.6,Codemasters,Codemasters,"Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile",E10+
Iron Harvest,/game/pc/iron-harvest,PC,1-Sep-20,75,6.4,KING Art,Deep Silver,"Strategy, Real-Time, General",NA
Fable III,/game/pc/fable-iii,PC,17-May-11,75,5.5,Lionhead Studios,Microsoft Game Studios,"Role-Playing, Console-style RPG, Action RPG, Console-style RPG, Japanese-Style",M
Mario Kart Live: Home Circuit,/game/switch/mario-kart-live-home-circuit,Switch,16-Oct-20,75,7.1,"Nintendo, Velan Studios",Nintendo,"Racing, Arcade, Automobile",E
FIFA 21,/game/pc/fifa-21,PC,9-Oct-20,75,1.3,Electronic Arts,Electronic Arts,"Sports, Team, Soccer, Sim",E
Superliminal,/game/switch/superliminal,Switch,7-Jul-20,75,9.6,Pillow Castle Games,Pillow Castle Games,"Adventure, 3D, First-Person",NA
Death Come True,/game/switch/death-come-true,Switch,24-Jun-20,75,4.3,"Izanagi Games, Too Kyo Games",Izanagi Games,"Adventure, General",NA
"Yes, Your Grace",/game/pc/yes-your-grace,PC,6-Mar-20,75,7.7,Brave at Night,No More Robots,"Strategy, Management, Business / Tycoon",NA
Candleman,/game/switch/candleman,Switch,3-Oct-19,75,7.5,Spotlightor Interactive,Spotlightor Interactive,"Action, Platformer, 3D",E
Headliner: NoviNews,/game/switch/headliner-novinews,Switch,5-Sep-19,75,7.6,Unbound Creations,Unbound Creations,"Adventure, General",T
We. The Revolution,/game/switch/we-the-revolution,Switch,25-Jun-19,75,7.4,Polyslash,Klabater,"Adventure, General",M
MotoGP 19,/game/xbox-one/motogp-19,Xbox One,6-Jun-19,75,7.4,Milestone S.r.l,Milestone S.r.l,"Racing, Simulation, Automobile",E
X-Morph: Defense,/game/switch/x-morph-defense,Switch,21-Feb-19,75,7.9,EXOR Studios,EXOR Studios,"Strategy, Real-Time, Defense",T
City of Brass,/game/switch/city-of-brass,Switch,8-Feb-19,75,6.9,Uppercut Games Pty Ltd,Uppercut Games,"Action Adventure, General",NA
The Council - Episode 4: Burning Bridges,/game/playstation-4/the-council---episode-4-burning-bridges,PlayStation 4,25-Sep-18,75,6.1,Big Bad Wolf,Focus Home Interactive,"Adventure, General",M
Labyrinth of Refrain: Coven of Dusk,/game/switch/labyrinth-of-refrain-coven-of-dusk,Switch,18-Sep-18,75,7.8,Nippon Ichi Software,NIS America,"Role-Playing, Adventure, General, Japanese-Style",M
ONRUSH,/game/playstation-4/onrush,PlayStation 4,5-Jun-18,75,5.9,Codemasters,Codemasters,"Racing, Arcade, Automobile",E10+
The Council - Episode 1: The Mad Ones,/game/playstation-4/the-council---episode-1-the-mad-ones,PlayStation 4,13-Mar-18,75,7.5,Big Bad Wolf,Focus Home Interactive,"Adventure, General",M
Graceful Explosion Machine,/game/playstation-4/graceful-explosion-machine,PlayStation 4,8-Aug-17,75,tbd,Vertex Pop,Vertex Pop,"Action, Shooter, Shoot-'Em-Up, Horizontal",E
Bulb Boy,/game/switch/bulb-boy,Switch,6-Jul-17,75,7.4,Bulbware,Bulbware,"Adventure, Point-and-Click",T
Stars in Shadow,/game/pc/stars-in-shadow,PC,19-Jan-17,75,8.1,Ashdar Games,Iceberg Interactive,"Strategy, Turn-Based, General, 4X",NA
Batman: The Telltale Series - Episode 4: Guardian of Gotham,/game/xbox-one/batman-the-telltale-series---episode-4-guardian-of-gotham,Xbox One,22-Nov-16,75,5.3,Telltale Games,Telltale Games,"Adventure, Point-and-Click",M
Road to Ballhalla,/game/pc/road-to-ballhalla,PC,5-Aug-16,75,7.1,Torched Hill,tinyBuild,"Action, Platformer, 3D",NA
Resident Evil 5,/game/xbox-one/resident-evil-5,Xbox One,28-Jun-16,75,7.8,Capcom,Capcom,"Action Adventure, Survival",M
Dengeki Bunko: Fighting Climax,/game/playstation-vita/dengeki-bunko-fighting-climax,PlayStation Vita,6-Oct-15,75,8.4,"Sega, French-Bread",Sega,"Action, Fighting, 2D",T
Airscape: The Fall of Gravity,/game/pc/airscape-the-fall-of-gravity,PC,11-Aug-15,75,6.6,Cross-Product,Cross-Product,"Action, Platformer, 2D",NA
Call of Duty: Advanced Warfare - Reckoning,/game/xbox-one/call-of-duty-advanced-warfare---reckoning,Xbox One,4-Aug-15,75,5.7,Sledgehammer Games,Activision,"Action, Shooter, First-Person, Arcade",NA
Call of Duty: Advanced Warfare - Ascendance,/game/xbox-one/call-of-duty-advanced-warfare---ascendance,Xbox One,31-Mar-15,75,6.7,Sledgehammer Games,Activision,"Action, Shooter, First-Person, Arcade",M
GRID Autosport,/game/xbox-360/grid-autosport,Xbox 360,24-Jun-14,75,6,Codemasters,Codemasters,"Driving, Racing, Simulation, GT / Street, Automobile",E
Blood of the Werewolf,/game/xbox-360/blood-of-the-werewolf,Xbox 360,11-Jun-14,75,6.6,Scientifically Proven,Midnight City,"Action, Platformer, 2D",T
Super Ultra Dead Rising 3' Arcade Remix Hyper Edition EX Plus Alpha,/game/xbox-one/super-ultra-dead-rising-3-arcade-remix-hyper-edition-ex-plus-alpha,Xbox One,9-Jun-14,75,6.2,Capcom Vancouver,Capcom,"Action, Action Adventure, General, Open-World",M
Akai Katana,/game/xbox-360/akai-katana,Xbox 360,15-May-12,75,8.1,Cave,Rising Star Games,"Action, Shooter, Shooter, Scrolling, Scrolling, Shoot-'Em-Up, Vertical, Horizontal",T
Supreme Commander 2,/game/xbox-360/supreme-commander-2,Xbox 360,17-Mar-10,75,7,Gas Powered Games,Square Enix,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General, Command",E10+
The Sims 2 Apartment Life,/game/pc/the-sims-2-apartment-life,PC,26-Aug-08,75,7.6,Electronic Arts,Electronic Arts,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",T
NBA 08,/game/psp/nba-08,PSP,12-Oct-07,75,7.5,SCEA,SCEA,"Sports, Traditional, Team, Basketball, Sim, Sim",E
City Life: World Edition,/game/pc/city-life-world-edition,PC,9-Feb-07,75,7.5,"Monte Cristo Multimedia, Monte Cristo",cdv Software,"Strategy, Breeding/Constructing, Management, Breeding/Constructing, Government, Business / Tycoon",E
Bust-A-Move DS,/game/ds/bust-a-move-ds,DS,6-Dec-05,75,7.3,Happy Happening,Majesco Games,"Miscellaneous, Puzzle, Puzzle, Puzzle, Matching, Matching",E
Legacy of Kain: Defiance,/game/playstation-2/legacy-of-kain-defiance,PlayStation 2,11-Nov-03,75,8.8,Crystal Dynamics,Eidos Interactive,"Action Adventure, Horror",M
kill.switch,/game/xbox/killswitch,Xbox,28-Oct-03,75,8,Namco,Namco,"Action, Shooter, Third-Person, Modern",T
Star Wars Rogue Squadron III: Rebel Strike,/game/gamecube/star-wars-rogue-squadron-iii-rebel-strike,GameCube,15-Oct-03,75,7.6,Factor 5,LucasArts,"Simulation, Sci-Fi, Small Spaceship",T
Savage: The Battle for Newerth,/game/pc/savage-the-battle-for-newerth,PC,9-Sep-03,75,7.6,S2 Games,iGames,"Action, Shooter, Shooter, First-Person, Fantasy, Fantasy, Arcade",T
Hegemonia: Legions of Iron,/game/pc/hegemonia-legions-of-iron,PC,13-Nov-02,75,7.6,Digital Reality,DreamCatcher Interactive,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",T
Need for Speed: Hot Pursuit 2,/game/xbox/need-for-speed-hot-pursuit-2,Xbox,1-Oct-02,75,7.5,EA Seattle,Electronic Arts,"Driving, Racing, Arcade",E
Victorious Boxers: Ippo's Road to Glory,/game/playstation-2/victorious-boxers-ippos-road-to-glory,PlayStation 2,5-Nov-01,75,8,New,Empire Interactive,"Sports, Traditional, Boxing",T
World Driver Championship,/game/nintendo-64/world-driver-championship,Nintendo 64,31-May-99,75,8.2,Boss Game Studios,Midway,"Driving, Racing, GT / Street",E
WWE All Stars,/game/playstation-3/wwe-all-stars,PlayStation 3,29-Mar-11,75,6.6,THQ,THQ,"Action, Sports, Fighting, Fighting, Individual, Wrestling, Combat, Wrestling",T
Last Day of June,/game/playstation-4/last-day-of-june,PlayStation 4,31-Aug-17,75,7.2,Ovosonico,505 Games,"Adventure, General, 3D, Third-Person",E
Def Jam Rapstar,/game/playstation-3/def-jam-rapstar,PlayStation 3,5-Oct-10,75,6.6,"Terminal Reality, 4mm Games",Konami,"Action, Miscellaneous, Rhythm, Music, Music",T
Rugby 2005,/game/xbox/rugby-2005,Xbox,8-Mar-05,75,7.7,HB Studios Multimedia,EA Sports,"Sports, Alternative, Rugby",E
Payday 2,/game/xbox-360/payday-2,Xbox 360,13-Aug-13,75,6.3,Overkill Software,505 Games,"Action, Shooter, Shooter, First-Person, Fantasy, General, Fantasy, Arcade",M
Zone of the Enders HD Collection,/game/xbox-360/zone-of-the-enders-hd-collection,Xbox 360,30-Oct-12,75,8.2,High Voltage Software,Konami,"Miscellaneous, Compilation, Compilation",M
Ridge Racer 3D,/game/3ds/ridge-racer-3d,3DS,22-Mar-11,75,7.4,"Namco Bandai Games, Xeen",Namco Bandai Games,"Driving, Racing, General, General, Arcade, Automobile",E
Painkiller: Battle out of Hell,/game/pc/painkiller-battle-out-of-hell,PC,1-Dec-04,75,7.7,People Can Fly,DreamCatcher Interactive,"Action, Shooter, Shooter, First-Person, Fantasy, Fantasy, Arcade",M
Art Academy,/game/ds/art-academy,DS,26-Oct-10,75,8,Headstrong Games,Nintendo,"Miscellaneous, Edutainment, Edutainment",E
Bloody Roar: Primal Fury,/game/gamecube/bloody-roar-primal-fury,GameCube,18-Mar-02,75,8.3,Eighting/Raizing,Activision,"Action, Fighting, 3D",T
Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,/game/playstation-vita/atelier-escha-logy-plus-alchemists-of-the-dusk-sky,PlayStation Vita,19-Jan-16,75,8.2,Gust,Koei Tecmo Games,"Role-Playing, Japanese-Style",E10+
SingStar Country,/game/playstation-2/singstar-country,PlayStation 2,28-Oct-08,75,tbd,SCEE London Studio,SCEA,"Miscellaneous, Rhythm, Music",T
Fate/Extella Link,/game/playstation-4/fateextella-link,PlayStation 4,19-Mar-19,75,6.7,"Marvelous Inc., Marvelous First Studio",XSEED Games,"Action, Beat-'Em-Up, 3D",T
Below,/game/playstation-4/below,PlayStation 4,7-Apr-20,75,4.8,Capy Games,Capy Games,"Action, General",T
Call of Duty: World at War,/game/ds/call-of-duty-world-at-war,DS,10-Nov-08,75,7.2,n-Space,Activision,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",T
Black & White 2,/game/pc/black-white-2,PC,4-Oct-05,75,7.2,Lionhead Studios,EA Games,"Strategy, Real-Time, Fantasy, General, Fantasy",T
Raiden V,/game/xbox-one/raiden-v,Xbox One,11-May-16,75,7.8,Moss,Moss,"Action, Shooter, Shoot-'Em-Up, Vertical",E
Pursuit Force,/game/psp/pursuit-force,PSP,7-Mar-06,75,7.7,Bigbig Studios,SCEA,"Simulation, Driving, Car Combat, Car Combat, Vehicle, Combat",T
Dragon Star Varnir,/game/playstation-4/dragon-star-varnir,PlayStation 4,11-Jun-19,75,7,Compile Heart,Idea Factory,"Role-Playing, Action Adventure, General, Japanese-Style",T
Taito Legends,/game/pc/taito-legends,PC,10-Nov-05,75,tbd,Empire Oxford,Taito Corporation,"Miscellaneous, Compilation, Compilation",T
ToeJam & Earl: Back in the Groove!,/game/switch/toejam-earl-back-in-the-groove!,Switch,15-Feb-19,75,5.9,"Humanature Studios, 22nd Century Toys",Humanature Studios,"Action, General, Platformer, 2D",E10+
Nano Assault,/game/3ds/nano-assault,3DS,5-Dec-11,75,7.7,Shin'en,Majesco Games,"Action, Shooter, Shooter, Scrolling, Scrolling, Shoot-'Em-Up, Top-Down",E10+
Assetto Corsa Competizione,/game/xbox-one/assetto-corsa-competizione,Xbox One,23-Jun-20,75,4.8,505 Games,505 Games,"Racing, Simulation, Automobile",E
Star Conflict,/game/pc/star-conflict,PC,27-Feb-13,75,6.9,Star Gem Inc.,Gaijin Entertainment,"Action, Role-Playing, General, General, Massively Multiplayer",NA
Atelier Ryza: Ever Darkness & the Secret Hideout,/game/playstation-4/atelier-ryza-ever-darkness-the-secret-hideout,PlayStation 4,29-Oct-19,75,8,Gust,Koei Tecmo Games,"General, Role-Playing, Japanese-Style",T
Elebits: The Adventures of Kai and Zero,/game/ds/elebits-the-adventures-of-kai-and-zero,DS,6-Jan-09,75,8.3,Konami,Konami,"Adventure, 3D, Fantasy, Third-Person, Fantasy",E
We Love Golf!,/game/wii/we-love-golf!,Wii,15-Jul-08,75,6,Camelot Software Planning,Capcom,"Sports, Traditional, Individual, Golf, Arcade, Arcade",E10+
Mortal Kombat 11: Aftermath,/game/playstation-4/mortal-kombat-11-aftermath,PlayStation 4,26-May-20,75,6,NetherRealm Studios,Warner Bros. Interactive Entertainment,"Action, Fighting, 2D",M
Labyrinth of Refrain: Coven of Dusk,/game/playstation-4/labyrinth-of-refrain-coven-of-dusk,PlayStation 4,18-Sep-18,75,7,Nippon Ichi Software,NIS America,"Role-Playing, Japanese-Style",M
Gravity Crash Ultra,/game/playstation-vita/gravity-crash-ultra,PlayStation Vita,12-Aug-14,75,7.1,Just Add Water,Just Add Water,"Action, Shooter, Scrolling, Shoot-'Em-Up, Top-Down",E
Anodyne,/game/pc/anodyne,PC,4-Feb-13,75,6.7,Analgesic Productions,Analgesic Productions,"Action Adventure, Adventure, General, General, Open-World",NA
Manhunt,/game/pc/manhunt,PC,20-Apr-04,75,7.7,Rockstar North,Rockstar Games,"Action Adventure, Modern, General, Modern",M
Crimson Sea 2,/game/playstation-2/crimson-sea-2,PlayStation 2,30-Mar-04,75,8.1,Koei,Koei,"Action, Beat-'Em-Up",T
Disney Sports Soccer,/game/gamecube/disney-sports-soccer,GameCube,17-Nov-02,75,8,KCEO,Konami,"Sports, Traditional, Soccer, Arcade",E
Bomberman Max 2: Red Advance,/game/game-boy-advance/bomberman-max-2-red-advance,Game Boy Advance,30-May-02,75,tbd,Hudson,Majesco Games,"Miscellaneous, Puzzle, General",E
Star Wars Galactic Battlegrounds,/game/pc/star-wars-galactic-battlegrounds,PC,11-Nov-01,75,7.9,LucasArts,LucasArts,"Strategy, Real-Time, Sci-Fi, General",T
Earth 2150: The Moon Project,/game/pc/earth-2150-the-moon-project,PC,11-Mar-01,75,7.3,TopWare Interactive,Game Studios,"Strategy, General, General",T
FRACT OSC,/game/pc/fract-osc,PC,22-Apr-14,75,6.1,Phosfiend Systems,Phosfiend Systems,"Miscellaneous, Puzzle, General, Puzzle, Puzzle, General",NA
Ice Age: Dawn of the Dinosaurs,/game/wii/ice-age-dawn-of-the-dinosaurs,Wii,30-Jun-09,75,8.6,"Activision, Eurocom",Activision,"Action, General, General",E10+
All-Pro Football 2K8,/game/xbox-360/all-pro-football-2k8,Xbox 360,16-Jul-07,75,7,Visual Concepts,2K Sports,"Sports, Traditional, Team, Football, Sim, Sim",E10+
Willy Jetman: Astromonkey's Revenge,/game/switch/willy-jetman-astromonkeys-revenge,Switch,31-Jan-20,75,7.5,"BLG Publishing, Last Chicken Games",BadLand Publishing,"Action Adventure, Open-World",E
Aqua Kitty UDX,/game/switch/aqua-kitty-udx,Switch,15-Feb-18,75,7.9,Tikipod Limited,Tikipod Limited,"Action, General",E
Ken Follett's The Pillars of the Earth,/game/playstation-4/ken-folletts-the-pillars-of-the-earth,PlayStation 4,12-Sep-17,75,6.8,Kalypso,Kalypso,"Adventure, Visual Novel",M
Destiny,/game/xbox-one/destiny,Xbox One,9-Sep-14,75,5.5,"Bungie Software, Bungie",Activision,"Shooter, Sci-Fi, Action, Shooter, First-Person, Sci-Fi, Arcade",T
MLB 13: The Show,/game/playstation-vita/mlb-13-the-show,PlayStation Vita,5-Mar-13,75,7.3,SCEA San Diego Studios,SCEA,"Sports, Traditional, Team, Baseball, Sim, Sim",E
Savage 2: A Tortured Soul,/game/pc/savage-2-a-tortured-soul,PC,16-Jan-08,75,8.8,S2 Games,S2 Games,"Action, Shooter, Shooter, First-Person, Fantasy, Fantasy, Arcade",T
Hard Corps: Uprising,/game/xbox-360/hard-corps-uprising,Xbox 360,16-Feb-11,75,7.3,Arc System Works,Konami,"Action, Platformer, Platformer, Shooter, 2D, 2D, Scrolling, Shoot-'Em-Up, Vertical",T
SiN Episodes: Emergence,/game/pc/sin-episodes-emergence,PC,9-May-06,75,8.1,Ritual Entertainment,Ritual Entertainment,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M
Call of Duty 4: Modern Warfare,/game/ds/call-of-duty-4-modern-warfare,DS,5-Nov-07,75,6.3,n-Space,Activision,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",T
Guilty Gear XX Accent Core,/game/wii/guilty-gear-xx-accent-core,Wii,15-Oct-07,75,8.3,Arc System Works,Aksys Games,"Action, Fighting, Fighting, 2D, 2D",T
Feel the Magic: XY/XX,/game/ds/feel-the-magic-xyxx,DS,16-Nov-04,75,8.2,Sonic Team,Sega,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, Party / Minigame, General",T
Mafia II,/game/playstation-3/mafia-ii,PlayStation 3,24-Aug-10,75,7.9,2K Czech,2K Games,"Action Adventure, Historic, General, Historic, Open-World",M
The Denpa Men 3: The Rise of Digitoll,/game/3ds/the-denpa-men-3-the-rise-of-digitoll,3DS,8-May-14,75,7.9,Genius Sonority Inc.,Genius Sonority Inc.,"Role-Playing, General",E
Utawarerumono: Mask of Truth,/game/playstation-4/utawarerumono-mask-of-truth,PlayStation 4,5-Sep-17,75,8.2,Aqua Plus,Aqua Plus,"Strategy, Turn-Based, General",M
Ittle Dew 2,/game/playstation-4/ittle-dew-2,PlayStation 4,15-Nov-16,75,6,Ludosity Interactive,Ludosity Interactive,"Role-Playing, Action Adventure, General, Action RPG",E10+
Shantae and the Pirate's Curse,/game/playstation-4/shantae-and-the-pirates-curse,PlayStation 4,9-Apr-16,75,7.6,WayForward,WayForward,"Action, Platformer, 2D",T
The Wolf Among Us: Episode 5 - Cry Wolf,/game/playstation-3/the-wolf-among-us-episode-5---cry-wolf,PlayStation 3,8-Jul-14,75,8.2,Telltale Games,Telltale Games,"Action Adventure, Adventure, General, Fantasy, Point-and-Click",M
Transformers: War for Cybertron,/game/pc/transformers-war-for-cybertron,PC,22-Jun-10,75,7.8,High Moon Studios,Activision,"Action, Action Adventure, Sci-Fi, Sci-Fi, General, Shooter, Third-Person, Arcade",T
Ace Combat Zero: The Belkan War,/game/playstation-2/ace-combat-zero-the-belkan-war,PlayStation 2,25-Apr-06,75,8.5,Namco,Namco,"Simulation, Flight, Modern Jet",T
The Room VR: A Dark Matter,/game/playstation-4/the-room-vr-a-dark-matter,PlayStation 4,26-Mar-20,75,5.8,Fireproof Games,Fireproof Games,"Adventure, 3D, First-Person",NA
The Little Acre,/game/xbox-one/the-little-acre,Xbox One,13-Dec-16,75,6.9,"Curve Digital Games, Curve Digital",Curve Digital Games,"Action Adventure, Linear",E10+
Stick it to the Man!,/game/playstation-4/stick-it-to-the-man!,PlayStation 4,6-May-14,75,6.8,Zoink!,Ripstone,"Action, Platformer, 3D",T
Shadowbane,/game/pc/shadowbane,PC,25-Mar-03,75,8.2,Wolfpack Studios,Ubisoft,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy",T
Fire Emblem: Three Houses - Side Story: Cindered Shadows,/game/switch/fire-emblem-three-houses---side-story-cindered-shadows,Switch,13-Feb-20,75,7.4,Intelligent Systems,Nintendo,"Strategy, Turn-Based, Tactics",T
Immortal Cities: Children of the Nile,/game/pc/immortal-cities-children-of-the-nile,PC,8-Nov-04,75,7.7,Tilted Mill,Myelin Media,"Strategy, City Building, Management, Historic, Historic, Government",E
